state_type,ensemble,n_sample,rmse_mean,rmse_std,max_error_mean,max_error_std,num_state_repeats,num_observable_repeats
haar_random,clifford,10,281.0643691216091,79.2292629253821,751.1358192040224,235.499055220661,20,20
haar_random,clifford,20,209.42687531148908,58.95164092827026,543.4952346611784,169.1210994152338,20,20
haar_random,clifford,30,171.27924733658057,40.014507012702325,442.47854042909427,123.48695427574604,20,20
haar_random,clifford,40,148.63402973948408,34.395582797424936,381.17158445032385,103.67275633191666,20,20
haar_random,clifford,50,137.9028044180988,32.788662548628785,351.3730362736419,95.06647840355214,20,20
haar_random,pauli,10,759.6998338705831,2109.1160979271312,2515.859078842371,6526.573009819388,20,20
haar_random,pauli,20,848.1103192654766,1216.9631545497703,3046.8744188489773,4137.839153557848,20,20
haar_random,pauli,30,812.9410874784195,960.7052846059797,2763.4212803865144,3082.6051560095475,20,20
haar_random,pauli,40,781.6942293553853,782.7507583617411,2603.6991176226834,2433.462495930427,20,20
haar_random,pauli,50,739.0024673897677,665.7784993853262,2383.9281754237018,2038.6394449224597,20,20
haar_random,seeqst_binomial_tuned,10,212.94153754095794,34.77979774982373,559.0744679789599,132.77161130926194,20,20
haar_random,seeqst_binomial_tuned,20,155.07169176874876,20.214614721513275,400.10482464063216,76.67692837686661,20,20
haar_random,seeqst_binomial_tuned,30,127.31453930680728,14.53439781823511,324.38580698761956,57.060185535365605,20,20
haar_random,seeqst_binomial_tuned,40,110.17404303399171,12.886288431596652,280.9766603682044,54.18907630843633,20,20
haar_random,seeqst_binomial_tuned,50,98.28453291840569,11.40342938327071,249.0271198458471,46.06103802677614,20,20
haar_random,seeqst_binomial_untuned,10,415.32565012315274,278.08350918317626,1219.6440182904037,919.2065524277168,20,20
haar_random,seeqst_binomial_untuned,20,300.04636074895296,138.72220324911729,873.2319349620564,454.65086510167373,20,20
haar_random,seeqst_binomial_untuned,30,242.44100025595162,83.2397461780051,697.7603273994931,285.1528149937442,20,20
haar_random,seeqst_binomial_untuned,40,205.97615211560787,71.15417862167439,575.1110515256929,223.3301995076586,20,20
haar_random,seeqst_binomial_untuned,50,197.56494014339253,57.9099919561165,542.9855573093395,181.00814369180995,20,20
haar_random,seeqst_uniform,10,253.38726479093657,154.61693398454312,720.3623339919016,440.8513763172663,20,20
haar_random,seeqst_uniform,20,267.5694227602451,121.47106023129172,720.9615597965059,319.271088420587,20,20
haar_random,seeqst_uniform,30,216.93818456604572,73.69204905508553,565.6506968763847,198.4111439368906,20,20
haar_random,seeqst_uniform,40,192.8475874569571,57.677296157138116,500.0672350872324,158.2309371160146,20,20
haar_random,seeqst_uniform,50,175.71982014551386,59.49355783866428,459.55644039762575,170.23984808249912,20,20
