state_repeat,obs_repeat,state_type,ensemble,n,m,num_terms,num_observables,min_xy,rest_mode,coeff_dist,estimator,mom_num_groups,n_sample,rmse,max_error
0,0,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,10,1.1721853741171386,2.6680010121878515
0,0,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,20,2719.632723281218,7967.159492964365
0,0,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,30,1813.1413650339716,5311.876102865792
0,0,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,40,1359.8957479026562,3984.2344078165056
0,0,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,50,1087.948427213368,3187.6493907869335
0,0,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,10,285.4575612681557,540.537406594194
0,0,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,20,198.6803169310824,513.9147799998358
0,0,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,30,149.192209910006,324.9079563193156
0,0,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,40,133.59473937424644,346.45432126775665
0,0,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,50,152.46349016549522,348.7386781132399
0,0,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,10,240.2104792941243,784.7203654036421
0,0,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,20,318.200548667914,905.0168024395338
0,0,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,30,242.37975467358692,765.0711596754655
0,0,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,40,207.6623985325674,619.2058329121638
0,0,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,50,208.56978170447843,627.134532890523
0,0,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,10,189.8091915312465,495.9974909801315
0,0,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,20,124.953046825135,312.37247908175175
0,0,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,30,116.29115811485913,289.2712670511271
0,0,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,40,92.06257521812238,229.28370932394805
0,0,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,50,87.14877010485348,206.4917659097803
0,0,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,10,149.13237017950175,524.3561690898853
0,0,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,20,276.7517854221782,700.82785051535
0,0,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,30,198.3894722257741,492.12632762442803
0,0,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,40,224.48608640846498,548.9138757576225
0,0,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,50,293.7223710486649,784.2201196027114
0,1,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,10,0.9681816771117644,2.9407094175153934
0,1,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,20,2948.667781982306,12680.719062911823
0,1,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,30,1965.7895862661157,8454.327991200324
0,1,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,40,1474.350528098119,6341.132455344573
0,1,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,50,1179.4871249488606,5073.215133831122
0,1,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,10,270.71377068145176,667.5452131882836
0,1,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,20,145.26697862076415,322.5936892656181
0,1,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,30,103.52868499224117,213.3297992633328
0,1,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,40,114.74893747073003,324.8203425725414
0,1,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,50,133.7760791462299,311.9854362346405
0,1,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,10,177.657481173079,463.49835002621927
0,1,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,20,279.8866751437433,716.2889524229957
0,1,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,30,214.55011778698133,559.0551431953331
0,1,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,40,183.62806127728098,556.9260118561803
0,1,haar_random,seeqst_uniform,10,3,1000,50,1,z,normal,mean,1,50,150.9105208366236,474.3849596697308
0,1,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,10,299.49827862722543,1177.2221730700012
0,1,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,20,184.51561446734055,623.4911628312253
0,1,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,30,131.6470393091704,449.92647187233683
0,1,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,40,98.08706537194372,272.8472332428669
0,1,haar_random,seeqst_binomial_tuned,10,3,1000,50,1,z,normal,mean,1,50,85.47300004616959,191.74992007153327
0,1,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,10,149.6425446071718,484.4137715329947
0,1,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,20,353.6464308546426,1236.5031308434752
0,1,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,30,236.25879715183518,845.070225208435
0,1,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,40,224.1300510323131,615.8472331650889
0,1,haar_random,seeqst_binomial_untuned,10,3,1000,50,1,z,normal,mean,1,50,235.03670325367358,523.5212308789304
0,2,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,10,0.999368408008405,2.701848357298371
0,2,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,20,2675.2543234628884,8719.56980564662
0,2,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,30,1783.4588733790556,5813.172098431405
0,2,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,40,1337.561194190469,4359.973244823796
0,2,haar_random,pauli,10,3,1000,50,1,z,normal,mean,1,50,1070.0226233626931,3488.053932659232
0,2,haar_random,clifford,10,3,1000,50,1,z,normal,mean,1,10,296.65833041927834,839.0785977258092
