state_repeat,obs_repeat,state_type,ensemble,n,m,rest_mode,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,0,haar_random,pauli,10,9,z,100,mean,1,10,0.034236029093175,0.09136822704486507
0,0,haar_random,pauli,10,9,z,100,mean,1,30,0.03423602909317502,0.09136822704486507
0,0,haar_random,pauli,10,9,z,100,mean,1,100,0.03423602909317502,0.09136822704486507
0,0,haar_random,pauli,10,9,z,100,mean,1,300,0.03423602909317501,0.09136822704486507
0,0,haar_random,pauli,10,9,z,100,mean,1,1000,0.034236029093175004,0.09136822704486507
0,0,haar_random,pauli,10,9,z,100,mean,1,3000,2.7843499214823493,19.694175941224117
0,0,haar_random,pauli,10,9,z,100,mean,1,5000,2.901122423634531,11.90116822704486
0,0,haar_random,pauli,10,9,z,100,mean,1,10000,2.1408744853144643,11.806302257146806
0,0,haar_random,pauli,10,9,z,100,mean,1,15000,1.9376417079671648,7.951328222589489
0,0,haar_random,pauli,10,9,z,100,mean,1,20000,1.6252530213138123,5.98302822258949
0,0,haar_random,pauli,10,9,z,100,mean,1,25000,1.345170215271929,4.815288227044863
0,0,haar_random,pauli,10,9,z,100,mean,1,30000,1.235894052561298,4.027968227044863
0,0,haar_random,clifford,10,9,z,100,mean,1,10,0.03423602909317507,0.09136822704486543
0,0,haar_random,clifford,10,9,z,100,mean,1,30,3.4259623716477714,34.25803489371142
0,0,haar_random,clifford,10,9,z,100,mean,1,100,2.295280102836623,10.341368227044832
0,0,haar_random,clifford,10,9,z,100,mean,1,300,1.5644997329672776,3.5080348937115207
0,0,haar_random,clifford,10,9,z,100,mean,1,1000,1.0054898773737297,3.021728589407927
0,0,haar_random,clifford,10,9,z,100,mean,1,3000,0.5966580452673104,1.9967285894079314
0,0,haar_random,clifford,10,9,z,100,mean,1,5000,0.46085781555412036,1.3817285894079336
0,0,haar_random,clifford,10,9,z,100,mean,1,10000,0.330571062793754,1.0742285894079346
0,0,haar_random,clifford,10,9,z,100,mean,1,15000,0.28748794588702137,0.9033952560746016
0,0,haar_random,clifford,10,9,z,100,mean,1,20000,0.2695120634324266,0.7667285894079355
0,0,haar_random,clifford,10,9,z,100,mean,1,25000,0.23098487171238513,0.6705151134696117
0,0,haar_random,clifford,10,9,z,100,mean,1,30000,0.20859920898918588,0.5578511706625187
