repeat,ensemble,n,estimator,mom_num_groups,n_sample,estimate,error,abs_error
0,pauli,10,mean,1,10,1.8000000000000007,6.772135954999582,6.772135954999582
0,pauli,10,mean,1,30,-20.099999999999987,-15.127864045000406,15.127864045000406
0,pauli,10,mean,1,100,-13.859999999999996,-8.887864045000414,8.887864045000414
0,pauli,10,mean,1,300,-8.564999999999998,-3.5928640450004163,3.5928640450004163
0,pauli,10,mean,1,1000,-3.5887500000000006,1.3833859549995808,1.3833859549995808
0,pauli,10,mean,1,2000,-5.083874999999999,-0.11173904500041765,0.11173904500041765
0,pauli,10,mean,1,3000,-4.128749999999999,0.8433859549995821,0.8433859549995821
0,pauli,10,mean,1,4000,-3.5566874999999993,1.415448454999582,1.415448454999582
0,pauli,10,mean,1,5000,-4.021649999999999,0.9504859549995821,0.9504859549995821
0,pauli,10,mean,1,6000,-4.2746249999999995,0.6975109549995819,0.6975109549995819
0,pauli,10,mean,1,7000,-4.364357142857142,0.6077788121424392,0.6077788121424392
0,pauli,10,mean,1,8000,-4.594218749999999,0.3779172049995827,0.3779172049995827
0,pauli,10,mean,1,9000,-3.7304999999999993,1.2416359549995821,1.2416359549995821
0,pauli,10,mean,1,10000,-3.6989999999999994,1.273135954999582,1.273135954999582
0,clifford,10,mean,1,10,-25.62499999999996,-20.652864045000378,20.652864045000378
0,clifford,10,mean,1,30,25.624999999999947,30.59713595499953,30.59713595499953
0,clifford,10,mean,1,100,5.124999999999987,10.097135954999569,10.097135954999569
0,clifford,10,mean,1,300,0.854166666666665,5.826302621666247,5.826302621666247
0,clifford,10,mean,1,1000,-3.8437499999999916,1.1283859549995898,1.1283859549995898
0,clifford,10,mean,1,2000,-4.0999999999999925,0.8721359549995888,0.8721359549995888
0,clifford,10,mean,1,3000,-4.1854166666666615,0.7867192883329199,0.7867192883329199
0,clifford,10,mean,1,4000,-4.1640624999999964,0.8080734549995849,0.8080734549995849
0,clifford,10,mean,1,5000,-3.5874999999999972,1.3846359549995841,1.3846359549995841
0,clifford,10,mean,1,6000,-4.441666666666665,0.5304692883329167,0.5304692883329167
0,clifford,10,mean,1,7000,-4.685714285714283,0.2864216692852981,0.2864216692852981
0,clifford,10,mean,1,8000,-4.932812499999998,0.03932345499958334,0.03932345499958334
0,clifford,10,mean,1,9000,-4.89722222222222,0.07491373277736102,0.07491373277736102
0,clifford,10,mean,1,10000,-4.5612499999999985,0.4108859549995829,0.4108859549995829
0,seeqst_uniform,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
0,seeqst_uniform,10,mean,1,30,0.0,4.972135954999581,4.972135954999581
0,seeqst_uniform,10,mean,1,100,0.0,4.972135954999581,4.972135954999581
0,seeqst_uniform,10,mean,1,300,0.0,4.972135954999581,4.972135954999581
0,seeqst_uniform,10,mean,1,1000,-6.144,-1.1718640450004187,1.1718640450004187
0,seeqst_uniform,10,mean,1,2000,-5.12,-0.14786404500041872,0.14786404500041872
0,seeqst_uniform,10,mean,1,3000,-5.12,-0.14786404500041872,0.14786404500041872
0,seeqst_uniform,10,mean,1,4000,-7.168,-2.1958640450004188,2.1958640450004188
0,seeqst_uniform,10,mean,1,5000,-6.7584,-1.7862640450004186,1.7862640450004186
0,seeqst_uniform,10,mean,1,6000,-6.314666666666667,-1.3425307116670853,1.3425307116670853
0,seeqst_uniform,10,mean,1,7000,-5.558857142857143,-0.5867211878575613,0.5867211878575613
0,seeqst_uniform,10,mean,1,8000,-5.12,-0.14786404500041872,0.14786404500041872
0,seeqst_uniform,10,mean,1,9000,-4.551111111111111,0.4210248438884703,0.4210248438884703
0,seeqst_uniform,10,mean,1,10000,-4.608,0.36413595499958173,0.36413595499958173
0,seeqst_binomial_q0.09091,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
0,seeqst_binomial_q0.09091,10,mean,1,30,-17.291616402741656,-12.319480447742075,12.319480447742075
0,seeqst_binomial_q0.09091,10,mean,1,100,-15.56245476246749,-10.59031880746791,10.59031880746791
0,seeqst_binomial_q0.09091,10,mean,1,300,-8.64580820137083,-3.6736722463712486,3.6736722463712486
0,seeqst_binomial_q0.09091,10,mean,1,1000,-3.8906136906168736,1.0815222643827078,1.0815222643827078
0,seeqst_binomial_q0.09091,10,mean,1,2000,-5.0577977978019355,-0.08566184280235412,0.08566184280235412
0,seeqst_binomial_q0.09091,10,mean,1,3000,-5.965607658945869,-0.9934717039462875,0.9934717039462875
0,seeqst_binomial_q0.09091,10,mean,1,4000,-6.419512589517825,-1.4473766345182435,1.4473766345182435
0,seeqst_binomial_q0.09091,10,mean,1,5000,-6.328731603403426,-1.3565956484038448,1.3565956484038448
0,seeqst_binomial_q0.09091,10,mean,1,6000,-6.527585192034951,-1.5554492370353694,1.5554492370353694
0,seeqst_binomial_q0.09091,10,mean,1,7000,-5.854447267785367,-0.8823113127857853,0.8823113127857853
0,seeqst_binomial_q0.09091,10,mean,1,8000,-6.062873001211267,-1.0907370462116859,1.0907370462116859
0,seeqst_binomial_q0.09091,10,mean,1,9000,-5.418039806192362,-0.44590385119278064,0.44590385119278064
0,seeqst_binomial_q0.09091,10,mean,1,10000,-5.446859166863597,-0.4747232118640152,0.4747232118640152
0,seeqst_binomial_q0.5,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
0,seeqst_binomial_q0.5,10,mean,1,30,0.0,4.972135954999581,4.972135954999581
0,seeqst_binomial_q0.5,10,mean,1,100,-10.24,-5.267864045000419,5.267864045000419
0,seeqst_binomial_q0.5,10,mean,1,300,-17.066666666666666,-12.094530711667085,12.094530711667085
0,seeqst_binomial_q0.5,10,mean,1,1000,-9.216,-4.243864045000418,4.243864045000418
0,seeqst_binomial_q0.5,10,mean,1,2000,-9.728,-4.755864045000418,4.755864045000418
0,seeqst_binomial_q0.5,10,mean,1,3000,-7.850666666666666,-2.878530711667085,2.878530711667085
0,seeqst_binomial_q0.5,10,mean,1,4000,-7.68,-2.7078640450004183,2.7078640450004183
0,seeqst_binomial_q0.5,10,mean,1,5000,-6.9632,-1.9910640450004182,1.9910640450004182
0,seeqst_binomial_q0.5,10,mean,1,6000,-5.802666666666667,-0.8305307116670857,0.8305307116670857
0,seeqst_binomial_q0.5,10,mean,1,7000,-5.558857142857143,-0.5867211878575613,0.5867211878575613
0,seeqst_binomial_q0.5,10,mean,1,8000,-5.632,-0.6598640450004183,0.6598640450004183
0,seeqst_binomial_q0.5,10,mean,1,9000,-6.144,-1.1718640450004187,1.1718640450004187
0,seeqst_binomial_q0.5,10,mean,1,10000,-6.2464,-1.274264045000419,1.274264045000419
0,seeqst_binomial_tuned,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
0,seeqst_binomial_tuned,10,mean,1,30,-4.967053731282551,0.005082223717030487,0.005082223717030487
0,seeqst_binomial_tuned,10,mean,1,100,-8.940696716308592,-3.9685607613090106,3.9685607613090106
0,seeqst_binomial_tuned,10,mean,1,300,-0.9934107462565097,3.9787252087430716,3.9787252087430716
0,seeqst_binomial_tuned,10,mean,1,1000,-4.470348358154296,0.5017875968452854,0.5017875968452854
0,seeqst_binomial_tuned,10,mean,1,2000,-4.470348358154296,0.5017875968452854,0.5017875968452854
0,seeqst_binomial_tuned,10,mean,1,3000,-4.470348358154296,0.5017875968452854,0.5017875968452854
0,seeqst_binomial_tuned,10,mean,1,4000,-4.470348358154296,0.5017875968452854,0.5017875968452854
0,seeqst_binomial_tuned,10,mean,1,5000,-4.917383193969726,0.05475276102985571,0.05475276102985571
0,seeqst_binomial_tuned,10,mean,1,6000,-4.8677126566569004,0.10442329834268094,0.10442329834268094
0,seeqst_binomial_tuned,10,mean,1,7000,-5.19411904471261,-0.22198308971302882,0.22198308971302882
0,seeqst_binomial_tuned,10,mean,1,8000,-5.476176738739013,-0.5040407837394314,0.5040407837394314
0,seeqst_binomial_tuned,10,mean,1,9000,-5.546543333265515,-0.574407378265934,0.574407378265934
0,seeqst_binomial_tuned,10,mean,1,10000,-5.394220352172851,-0.4220843971732693,0.4220843971732693
1,pauli,10,mean,1,10,-23.849999999999984,-18.8778640450004,18.8778640450004
1,pauli,10,mean,1,30,-10.649999999999997,-5.677864045000415,5.677864045000415
1,pauli,10,mean,1,100,-10.732499999999995,-5.760364045000413,5.760364045000413
1,pauli,10,mean,1,300,-3.39,1.5821359549995813,1.5821359549995813
1,pauli,10,mean,1,1000,-7.377749999999999,-2.4056140450004175,2.4056140450004175
1,pauli,10,mean,1,2000,-6.618374999999999,-1.6462390450004172,1.6462390450004172
1,pauli,10,mean,1,3000,-5.2837499999999995,-0.3116140450004181,0.3116140450004181
1,pauli,10,mean,1,4000,-5.247562499999999,-0.27542654500041763,0.27542654500041763
1,pauli,10,mean,1,5000,-4.8325499999999995,0.13958595499958193,0.13958595499958193
1,pauli,10,mean,1,6000,-5.344874999999999,-0.37273904500041777,0.37273904500041777
1,pauli,10,mean,1,7000,-5.54367857142857,-0.5715426164289887,0.5715426164289887
1,pauli,10,mean,1,8000,-5.189906249999999,-0.21777029500041767,0.21777029500041767
1,pauli,10,mean,1,9000,-5.184499999999999,-0.2123640450004176,0.2123640450004176
1,pauli,10,mean,1,10000,-4.329674999999999,0.6424609549995823,0.6424609549995823
1,clifford,10,mean,1,10,1.0231815394945443e-13,4.9721359549996835,4.9721359549996835
1,clifford,10,mean,1,30,-8.54166666666661,-3.569530711667028,3.569530711667028
1,clifford,10,mean,1,100,-20.49999999999995,-15.527864045000369,15.527864045000369
1,clifford,10,mean,1,300,-12.812499999999972,-7.84036404500039,7.84036404500039
1,clifford,10,mean,1,1000,-11.78749999999998,-6.815364045000399,6.815364045000399
1,clifford,10,mean,1,2000,-8.840624999999987,-3.8684890450004055,3.8684890450004055
1,clifford,10,mean,1,3000,-6.74791666666666,-1.7757807116670783,1.7757807116670783
1,clifford,10,mean,1,4000,-7.751562499999994,-2.7794265450004128,2.7794265450004128
1,clifford,10,mean,1,5000,-7.943749999999995,-2.971614045000414,2.971614045000414
1,clifford,10,mean,1,6000,-7.21770833333333,-2.2455723783337485,2.2455723783337485
1,clifford,10,mean,1,7000,-6.8821428571428545,-1.910006902143273,1.910006902143273
1,clifford,10,mean,1,8000,-7.0789062499999975,-2.106770295000416,2.106770295000416
1,clifford,10,mean,1,9000,-6.890277777777776,-1.9181418227781943,1.9181418227781943
1,clifford,10,mean,1,10000,-6.8162499999999975,-1.844114045000416,1.844114045000416
1,seeqst_uniform,10,mean,1,10,-102.4,-97.42786404500042,97.42786404500042
1,seeqst_uniform,10,mean,1,30,-34.13333333333333,-29.161197378333753,29.161197378333753
1,seeqst_uniform,10,mean,1,100,-20.48,-15.507864045000419,15.507864045000419
1,seeqst_uniform,10,mean,1,300,-3.4133333333333336,1.5588026216662478,1.5588026216662478
1,seeqst_uniform,10,mean,1,1000,-4.096,0.8761359549995813,0.8761359549995813
1,seeqst_uniform,10,mean,1,2000,-7.168,-2.1958640450004188,2.1958640450004188
1,seeqst_uniform,10,mean,1,3000,-6.826666666666667,-1.8545307116670857,1.8545307116670857
1,seeqst_uniform,10,mean,1,4000,-6.656,-1.6838640450004183,1.6838640450004183
1,seeqst_uniform,10,mean,1,5000,-6.144,-1.1718640450004187,1.1718640450004187
1,seeqst_uniform,10,mean,1,6000,-5.632,-0.6598640450004183,0.6598640450004183
1,seeqst_uniform,10,mean,1,7000,-4.973714285714285,-0.0015783307147039238,0.0015783307147039238
1,seeqst_uniform,10,mean,1,8000,-4.48,0.49213595499958096,0.49213595499958096
1,seeqst_uniform,10,mean,1,9000,-3.982222222222222,0.9899137327773593,0.9899137327773593
1,seeqst_uniform,10,mean,1,10000,-3.9936,0.9785359549995816,0.9785359549995816
1,seeqst_binomial_q0.09091,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
1,seeqst_binomial_q0.09091,10,mean,1,30,-8.645808201370828,-3.673672246371247,3.673672246371247
1,seeqst_binomial_q0.09091,10,mean,1,100,-5.187484920822496,-0.21534896582291463,0.21534896582291463
1,seeqst_binomial_q0.09091,10,mean,1,300,-1.7291616402741654,3.2429743147254158,3.2429743147254158
1,seeqst_binomial_q0.09091,10,mean,1,1000,-5.706233412904748,-0.7340974579051665,0.7340974579051665
1,seeqst_binomial_q0.09091,10,mean,1,2000,-4.5390493057196855,0.43308664927989593,0.43308664927989593
1,seeqst_binomial_q0.09091,10,mean,1,3000,-4.928110674781373,0.044025280218208174,0.044025280218208174
1,seeqst_binomial_q0.09091,10,mean,1,4000,-5.4468591668636135,-0.4747232118640321,0.4747232118640321
1,seeqst_binomial_q0.09091,10,mean,1,5000,-4.928110674781362,0.04402528021821972,0.04402528021821972
1,seeqst_binomial_q0.09091,10,mean,1,6000,-5.144255879815627,-0.17211992481604543,0.17211992481604543
1,seeqst_binomial_q0.09091,10,mean,1,7000,-5.224538384542639,-0.252402429543058,0.252402429543058
1,seeqst_binomial_q0.09091,10,mean,1,8000,-4.733579990250512,0.23855596474906982,0.23855596474906982
1,seeqst_binomial_q0.09091,10,mean,1,9000,-4.899291314110116,0.07284464088946496,0.07284464088946496
1,seeqst_binomial_q0.09091,10,mean,1,10000,-4.876235825573127,0.09590012942645476,0.09590012942645476
1,seeqst_binomial_q0.5,10,mean,1,10,0.0,4.972135954999581,4.972135954999581
1,seeqst_binomial_q0.5,10,mean,1,30,0.0,4.972135954999581,4.972135954999581
1,seeqst_binomial_q0.5,10,mean,1,100,0.0,4.972135954999581,4.972135954999581
1,seeqst_binomial_q0.5,10,mean,1,300,-6.826666666666667,-1.8545307116670857,1.8545307116670857
1,seeqst_binomial_q0.5,10,mean,1,1000,-6.144,-1.1718640450004187,1.1718640450004187
1,seeqst_binomial_q0.5,10,mean,1,2000,-3.584,1.3881359549995813,1.3881359549995813
1,seeqst_binomial_q0.5,10,mean,1,3000,-6.144,-1.1718640450004187,1.1718640450004187
1,seeqst_binomial_q0.5,10,mean,1,4000,-5.632,-0.6598640450004183,0.6598640450004183
1,seeqst_binomial_q0.5,10,mean,1,5000,-4.9152,0.05693595499958182,0.05693595499958182
1,seeqst_binomial_q0.5,10,mean,1,6000,-4.608,0.36413595499958173,0.36413595499958173
1,seeqst_binomial_q0.5,10,mean,1,7000,-4.827428571428571,0.14470738357100998,0.14470738357100998
