state_repeat,obs_repeat,state_type,ensemble,n,m,rest_mode,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,4,haar_random,clifford,6,5,random,50,mean,1,6000,0.09419830888759877,0.2422103550025428
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,100,0.9172412839172994,3.757643314044347
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,500,0.5234573728817601,1.1215328869159578
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,1000,0.41980045789555037,1.2723401152436202
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,2000,0.2519146135550568,0.6963401152436202
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,3000,0.2398633364737172,0.5470067819102868
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,4000,0.20645052610051462,0.4938034880147983
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,5000,0.1794111843664057,0.3658034880147983
0,4,haar_random,seeqst_uniform,6,5,random,50,mean,1,6000,0.13933244565149736,0.30182496334502423
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,100,0.5661042663012043,1.4257277990669763
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,500,0.30822685876248235,0.9479703590669766
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,1000,0.19209950537844325,0.41049323906697655
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,2000,0.13728212238697188,0.32601307588681083
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,3000,0.10701037470534491,0.32103643588681086
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,4000,0.09448936666282362,0.19535171298594411
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,5000,0.08103223294062745,0.2334475718868108
0,4,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,6000,0.0738003631927818,0.1816905158868108
0,5,haar_random,pauli,6,5,random,50,mean,1,100,1.3085168933967928,7.238502581114503
0,5,haar_random,pauli,6,5,random,50,mean,1,500,0.6996895448141691,1.6146180982380254
0,5,haar_random,pauli,6,5,random,50,mean,1,1000,0.5897226166104867,1.3733810518633536
0,5,haar_random,pauli,6,5,random,50,mean,1,2000,0.40761003338582247,1.3395559477292491
0,5,haar_random,pauli,6,5,random,50,mean,1,3000,0.3435689282770458,1.0965559477292495
0,5,haar_random,pauli,6,5,random,50,mean,1,4000,0.3406839274516164,0.7928059477292497
0,5,haar_random,pauli,6,5,random,50,mean,1,5000,0.3305346862439084,0.7733405315228968
0,5,haar_random,pauli,6,5,random,50,mean,1,6000,0.3058374451017577,0.7733405315228968
0,5,haar_random,clifford,6,5,random,50,mean,1,100,0.8279352540641555,2.364499533294441
0,5,haar_random,clifford,6,5,random,50,mean,1,500,0.40001121993926725,1.0120465645772179
0,5,haar_random,clifford,6,5,random,50,mean,1,1000,0.28825968297668775,0.6220465645772184
0,5,haar_random,clifford,6,5,random,50,mean,1,2000,0.1827388612106646,0.396466069107444
0,5,haar_random,clifford,6,5,random,50,mean,1,3000,0.17222840895975217,0.47229940244077717
0,5,haar_random,clifford,6,5,random,50,mean,1,4000,0.1447718598996823,0.3565521477353961
0,5,haar_random,clifford,6,5,random,50,mean,1,5000,0.12812887186483937,0.31430214773539644
0,5,haar_random,clifford,6,5,random,50,mean,1,6000,0.10871736161611487,0.3078021477353966
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,100,1.193062546357244,3.7692174726946837
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,500,0.575245922522561,1.3793819017619735
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,1000,0.43571840056234773,0.8485976467373245
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,2000,0.268883984603624,0.6740465645772199
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,3000,0.22631333437074846,0.61004656457722
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,4000,0.1944778783952531,0.48204656457721995
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,5000,0.17766279011377703,0.4374414213808364
0,5,haar_random,seeqst_uniform,6,5,random,50,mean,1,6000,0.1646965773472901,0.3752696634203276
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,100,0.49219820874713055,1.3078069744460448
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,500,0.22371174193144264,0.510963582219262
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,1000,0.19097079311182152,0.5812120951422184
0,5,haar_random,seeqst_binomial_tuned,6,5,random,50,mean,1,2000,0.11296810146777127,0.2975436151422186
