state_type,ensemble,n_sample,energy_error_mean,energy_abs_error_mean,energy_abs_error_std,energy_rmse,energy_variance_mean,energy_variance_naive_mean,true_energy,num_repeats
ground_state,clifford,10,7.080576554929085,10.73091327746453,7.146385498441061,12.387720494009827,1015.9657986111076,814.1046874999975,-4.124326554929082,4
ground_state,clifford,30,6.5389098882624195,6.5389098882624195,4.27276243694785,7.513302646557001,1530.1086386494198,1241.4549389367767,-4.124326554929082,4
ground_state,clifford,100,2.1730765549290956,2.1730765549290956,0.7674864276758662,2.2724520404361677,1398.2824210858535,1274.7886584595901,-4.124326554929082,4
ground_state,clifford,300,0.5426598882624316,0.6229166666666655,0.8018058877920011,0.9328422615236452,1518.088953804342,1434.1310914854998,-4.124326554929082,4
ground_state,clifford,1000,-0.2652359450709092,0.4346875000000008,0.4312998599121158,0.5731211909591276,1529.9735812218407,1493.93101656343,-4.124326554929082,4
ground_state,clifford,3000,0.10634738826241907,0.2883924441312091,0.2270059260584393,0.34902574357948124,1490.3382855170416,1436.272955264596,-4.124326554929082,4
ground_state,pauli,10,1.6305765549290858,3.0034132774645417,2.39549042264393,3.6502427438438114,58.22281249999994,100.76168749999991,-4.124326554929082,4
ground_state,pauli,30,0.2293265549290875,1.0099999999999993,0.3610229333355312,1.0572857555058812,86.47922844827578,141.61346120689646,-4.124326554929082,4
ground_state,pauli,100,0.5884515549290847,0.5884515549290847,0.3207718231079525,0.6507274040437036,103.05568011363626,146.0021710227271,-4.124326554929082,4
ground_state,pauli,300,0.0360765549290929,0.268249999999997,0.11703642063080359,0.2867598390910958,98.18939272575241,145.84096994147149,-4.124326554929082,4
ground_state,pauli,1000,-0.0044609450709320875,0.24457422253547056,0.189810388443657,0.29468209650346733,99.24096398085577,147.24141957770254,-4.124326554929082,4
ground_state,pauli,3000,0.02756405492910563,0.03963750000000754,0.0325122528007478,0.04862012281849355,104.70604426913128,147.36570373561963,-4.124326554929082,4
ground_state,seeqst,10,1.7218265549290828,1.7218265549290828,0.9395521983015811,1.9044042205527043,11.102972222222226,229.91763888888894,-4.124326554929082,4
ground_state,seeqst,30,-1.1606734450709177,1.8295033892021266,0.4451877265148826,1.869686266458008,461.73073563218406,299.74979310344804,-4.124326554929082,4
ground_state,seeqst,100,2.624826554929082,3.00466327746454,2.406374668117143,3.656635160015403,555.9345287878789,314.85171161616177,-4.124326554929082,4
ground_state,seeqst,300,0.5229932215957491,1.4163333333333286,1.3647493156601849,1.8446966233116233,638.0708005016724,334.05301053511675,-4.124326554929082,4
ground_state,seeqst,1000,0.23957655492907648,0.7925000000000022,0.8246858781149636,1.0668347332983166,669.4472202352354,363.6425070070052,-4.124326554929082,4
ground_state,seeqst,3000,0.11476822159576572,0.3080617225354614,0.3732595214822377,0.44653558388372294,620.9705006888408,352.74824948010587,-4.124326554929082,4
neel,clifford,10,-6.856249999999977,6.856249999999977,5.730669499863567,8.463958515375628,2544.8289930555466,2208.824131944437,-2.6999999999999993,4
neel,clifford,30,-5.691666666666645,5.691666666666645,3.5656865216070703,6.475388769967555,1725.287248563212,1804.845941091947,-2.6999999999999993,4
neel,clifford,100,-2.5093749999999835,2.973124999999987,3.4206056816251977,4.197008421185245,1647.011958648984,1686.865124684336,-2.6999999999999993,4
neel,clifford,300,-0.6189583333333204,2.920208333333335,2.792555196493504,3.7916210391027483,1381.882248641299,1456.9325203804276,-2.6999999999999993,4
neel,clifford,1000,-0.8226249999999917,1.4228749999999957,0.8788557072504363,1.6136492125768804,1507.0652764952397,1481.4968685247695,-2.6999999999999993,4
neel,clifford,3000,-0.20214583333333058,0.38756250000000003,0.3269387994532948,0.4799702338137453,1493.5539392627345,1451.0474338165036,-2.6999999999999993,4
neel,pauli,10,-1.3724999999999952,1.3724999999999952,0.33011361680488144,1.4019584515954768,141.45862499999987,152.2533749999999,-2.6999999999999993,4
neel,pauli,30,-0.24999999999999623,0.9350000000000007,0.43137377450805964,1.0068701505159436,109.50616810344818,131.89731465517232,-2.6999999999999993,4
neel,pauli,100,-0.16912499999999886,0.35512499999999925,0.2563650961031936,0.4188150695712837,116.43924261363624,137.70833693181805,-2.6999999999999993,4
neel,pauli,300,-0.16987499999999578,0.7263749999999964,0.4872917290152479,0.8400658084340757,116.07424734531763,137.69102201086943,-2.6999999999999993,4
neel,pauli,1000,-0.04803750000001017,0.323737500000008,0.33633635786961813,0.43548545110601,115.28699253941431,136.20688556869348,-2.6999999999999993,4
neel,pauli,3000,-0.029987500000015377,0.12583750000001226,0.07865421555771145,0.14309067273935883,115.11963139483984,137.02388316584558,-2.6999999999999993,4
neel,seeqst,10,0.8799999999999986,1.73,1.0626382263028173,1.9595407625257502,23.897444444444442,20.013777777777776,-2.6999999999999993,4
neel,seeqst,30,-2.3516666666666692,2.4416666666666695,2.4902335157496718,3.2577113643374473,875.2342931034484,424.74075287356317,-2.6999999999999993,4
neel,seeqst,100,-0.6195000000000026,0.9990000000000037,0.1609989647999857,1.0086830523013695,687.9648570707071,348.1889606060604,-2.6999999999999993,4
neel,seeqst,300,-1.1085833333333261,1.1085833333333261,0.7103247236039003,1.2678240874295796,635.0822378762543,320.16751251393526,-2.6999999999999993,4
neel,seeqst,1000,-0.7092000000000105,0.7092000000000105,0.12546024602771444,0.7174746302135121,696.7149901451452,355.8843286736732,-2.6999999999999993,4
neel,seeqst,3000,-0.560125000000002,0.560125000000002,0.18686770399483266,0.5830348786498347,650.0098527812049,332.50813252445573,-2.6999999999999993,4
