repeat,state_type,ensemble,n,n_sample,true_energy,energy_estimate,energy_error,energy_abs_error,energy_variance,energy_variance_naive
0,ground_state,seeqst,6,1000,-4.124326554929082,-4.959600000000004,-0.8352734450709214,0.8352734450709214,718.1378456856859,387.8555563963957
0,ground_state,seeqst,6,3000,-4.124326554929082,-4.142466666666635,-0.018140111737553255,0.018140111737553255,654.4526474647106,374.94560198067137
0,neel,pauli,6,10,-2.6999999999999993,-3.6299999999999937,-0.9299999999999944,0.9299999999999944,63.61399999999995,136.5009999999999
0,neel,pauli,6,30,-2.6999999999999993,-3.599999999999996,-0.8999999999999968,0.8999999999999968,72.78362068965511,124.65398275862059
0,neel,pauli,6,100,-2.6999999999999993,-3.059999999999997,-0.35999999999999766,0.35999999999999766,126.76772727272716,142.357459090909
0,neel,pauli,6,300,-2.6999999999999993,-3.8809999999999967,-1.1809999999999974,1.1809999999999974,120.14497224080256,147.05843979933078
0,neel,pauli,6,1000,-2.6999999999999993,-2.732250000000012,-0.03225000000001277,0.03225000000001277,117.03884628378367,135.46172966216153
0,neel,pauli,6,3000,-2.6999999999999993,-2.7640000000000073,-0.06400000000000805,0.06400000000000805,118.12480393464477,137.98761644214596
0,neel,clifford,6,10,-2.6999999999999993,-7.524999999999981,-4.8249999999999815,4.8249999999999815,5295.450694444427,4692.918749999985
0,neel,clifford,6,30,-2.6999999999999993,-6.9833333333333165,-4.283333333333317,4.283333333333317,2438.650574712635,2355.4860632183813
0,neel,clifford,6,100,-2.6999999999999993,-10.417499999999972,-7.717499999999973,7.717499999999973,2231.1616856060537,2226.302935606052
0,neel,clifford,6,300,-2.6999999999999993,-9.77833333333331,-7.07833333333331,7.07833333333331,1738.3821376811525,1795.9276268115875
0,neel,clifford,6,1000,-2.6999999999999993,-5.344249999999992,-2.6442499999999924,2.6442499999999924,1565.7680725100042,1507.1086419544456
0,neel,clifford,6,3000,-2.6999999999999993,-3.0454166666666627,-0.3454166666666634,0.3454166666666634,1495.0730658483324,1432.1634098936138
0,neel,seeqst,6,10,-2.6999999999999993,-3.700000000000001,-1.0000000000000018,1.0000000000000018,6.760000000000002,19.88
0,neel,seeqst,6,30,-2.6999999999999993,-7.16666666666667,-4.46666666666667,4.46666666666667,1733.2843678160918,820.5716091954025
0,neel,seeqst,6,100,-2.6999999999999993,-3.7600000000000016,-1.0600000000000023,1.0600000000000023,1524.94,758.5770949494945
0,neel,seeqst,6,300,-2.6999999999999993,-2.8069999999999986,-0.10699999999999932,0.10699999999999932,959.5779107023416,484.9069209587518
0,neel,seeqst,6,1000,-2.6999999999999993,-3.286100000000001,-0.5861000000000018,0.5861000000000018,811.0913281181181,413.30290279279023
0,neel,seeqst,6,3000,-2.6999999999999993,-3.430500000000017,-0.7305000000000179,0.7305000000000179,708.6801998166056,361.1637538835197
1,ground_state,pauli,6,10,-4.124326554929082,-3.5849999999999973,0.5393265549290849,0.5393265549290849,54.78724999999994,166.65474999999986
1,ground_state,pauli,6,30,-4.124326554929082,-4.694999999999995,-0.5706734450709128,0.5706734450709128,97.87988793103442,181.81993965517236
1,ground_state,pauli,6,100,-4.124326554929082,-3.1004999999999976,1.0238265549290846,1.0238265549290846,100.32866136363626,129.84589772727273
1,ground_state,pauli,6,300,-4.124326554929082,-3.8089999999999904,0.3153265549290918,0.3153265549290918,101.92647391304337,144.6292148829431
1,ground_state,pauli,6,1000,-4.124326554929082,-4.227900000000011,-0.10357344507092847,0.10357344507092847,102.31750909909901,147.93023211711645
1,ground_state,pauli,6,3000,-4.124326554929082,-4.143899999999988,-0.01957344507090575,0.01957344507090575,108.6246610103367,149.74125084027597
1,ground_state,clifford,6,10,-4.124326554929082,-11.424999999999974,-7.300673445070892,7.300673445070892,1620.6395833333281,1099.556249999997
1,ground_state,clifford,6,30,-4.124326554929082,5.474999999999995,9.599326554929078,9.599326554929078,1770.2385775862003,1471.040589080454
1,ground_state,clifford,6,100,-4.124326554929082,-3.072499999999983,1.0518265549290993,1.0518265549290993,1752.9599684343368,1642.7685542929241
1,ground_state,clifford,6,300,-4.124326554929082,-4.23166666666665,-0.10734011173756741,0.10734011173756741,1423.9432246376755,1412.0180797101382
1,ground_state,clifford,6,1000,-4.124326554929082,-5.188249999999991,-1.063923445070909,1.063923445070909,1623.7347341716652,1566.921277590083
1,ground_state,clifford,6,3000,-4.124326554929082,-4.488416666666662,-0.3640901117375801,0.3640901117375801,1542.4288212668048,1523.973192890688
1,ground_state,seeqst,6,10,-4.124326554929082,-2.51,1.6143265549290824,1.6143265549290824,10.123222222222227,842.6790000000002
1,ground_state,seeqst,6,30,-4.124326554929082,-5.693333333333333,-1.5690067784042512,1.5690067784042512,620.7751264367818,575.5673793103443
1,ground_state,seeqst,6,100,-4.124326554929082,1.9799999999999986,6.104326554929081,6.104326554929081,805.9022222222221,517.7868969696972
1,ground_state,seeqst,6,300,-4.124326554929082,-0.7143333333333404,3.409993221595742,3.409993221595742,618.8407637681158,353.74229442586324
1,ground_state,seeqst,6,1000,-4.124326554929082,-2.1836,1.940726554929082,1.940726554929082,654.6393503903904,355.6046083083072
1,ground_state,seeqst,6,3000,-4.124326554929082,-3.278666666666628,0.8456598882624542,0.8456598882624542,616.1321756140936,347.29875115704647
1,neel,pauli,6,10,-2.6999999999999993,-4.079999999999995,-1.3799999999999955,1.3799999999999955,200.5939999999998,178.65549999999988
1,neel,pauli,6,30,-2.6999999999999993,-4.169999999999996,-1.469999999999997,1.469999999999997,156.50131034482752,170.21032758620683
1,neel,pauli,6,100,-2.6999999999999993,-3.388499999999998,-0.6884999999999986,0.6884999999999986,112.78231590909078,135.6576704545452
1,neel,pauli,6,300,-2.6999999999999993,-3.039999999999992,-0.33999999999999275,0.33999999999999275,118.01112040133769,139.22606187290958
1,neel,pauli,6,1000,-2.6999999999999993,-2.739000000000005,-0.03900000000000592,0.03900000000000592,111.35163063063052,132.03142936936993
1,neel,pauli,6,3000,-2.6999999999999993,-2.751750000000027,-0.05175000000002772,0.05175000000002772,115.09103311520498,135.17432317522506
1,neel,clifford,6,10,-2.6999999999999993,-4.9249999999999865,-2.224999999999987,2.224999999999987,2132.334027777769,1350.7090277777725
1,neel,clifford,6,30,-2.6999999999999993,-5.033333333333314,-2.3333333333333144,2.3333333333333144,1341.7531609195353,1476.054741379304
1,neel,clifford,6,100,-2.6999999999999993,-1.772499999999991,0.9275000000000082,0.9275000000000082,1486.6996148989842,1530.0954861111036
1,neel,clifford,6,300,-2.6999999999999993,-1.5991666666666537,1.1008333333333455,1.1008333333333455,1384.6567300724585,1597.2352264492702
1,neel,clifford,6,1000,-2.6999999999999993,-3.2512499999999918,-0.5512499999999925,0.5512499999999925,1559.5787647021962,1602.0343898273313
1,neel,clifford,6,3000,-2.6999999999999993,-2.6521666666666635,0.04783333333333584,0.04783333333333584,1383.4980113093195,1399.5212451511752
1,neel,seeqst,6,10,-2.6999999999999993,-3.4000000000000004,-0.7000000000000011,0.7000000000000011,13.388888888888895,20.555555555555554
1,neel,seeqst,6,30,-2.6999999999999993,-7.423333333333337,-4.723333333333338,4.723333333333338,591.9915057471266,292.87874712643656
1,neel,seeqst,6,100,-2.6999999999999993,-1.9409999999999972,0.7590000000000021,0.7590000000000021,502.9141606060607,266.9548333333333
1,neel,seeqst,6,300,-2.6999999999999993,-3.8166666666666558,-1.1166666666666565,1.1166666666666565,465.35497212932,238.42261984392408
1,neel,seeqst,6,1000,-2.6999999999999993,-3.321200000000009,-0.6212000000000097,0.6212000000000097,646.8573278878879,331.3808029829833
1,neel,seeqst,6,3000,-2.6999999999999993,-3.0260333333333085,-0.3260333333333092,0.3260333333333092,635.6940236067578,325.69865031566786
2,ground_state,pauli,6,10,-4.124326554929082,2.1600000000000024,6.284326554929084,6.284326554929084,61.13599999999993,45.41449999999995
2,ground_state,pauli,6,30,-4.124326554929082,-2.6699999999999955,1.4543265549290867,1.4543265549290867,92.9116551724137,111.67867241379301
2,ground_state,pauli,6,100,-4.124326554929082,-3.8489999999999966,0.27532655492908553,0.27532655492908553,92.47237272727266,141.49740454545446
2,ground_state,pauli,6,300,-4.124326554929082,-4.489999999999993,-0.36567344507091093,0.36567344507091093,91.08456521739122,146.27631020066852
2,ground_state,pauli,6,1000,-4.124326554929082,-4.440300000000018,-0.31597344507093617,0.31597344507093617,97.81656747747739,147.51417900900879
2,ground_state,pauli,6,3000,-4.124326554929082,-4.053999999999963,0.07032655492911921,0.07032655492911921,101.4192254084694,144.47158511003752
2,ground_state,clifford,6,10,-4.124326554929082,-1.6749999999999874,2.449326554929095,2.449326554929095,428.25069444444273,212.30624999999927
2,ground_state,clifford,6,30,-4.124326554929082,-0.6999999999999904,3.4243265549290918,3.4243265549290918,1662.7560344827527,1561.5260057471207
2,ground_state,clifford,6,100,-4.124326554929082,-1.6099999999999888,2.5143265549290934,2.5143265549290934,1253.689797979793,1296.9021590909028
2,ground_state,clifford,6,300,-4.124326554929082,-3.5708333333333186,0.5534932215957635,0.5534932215957635,1571.61933876811,1426.5084873188337
2,ground_state,clifford,6,1000,-4.124326554929082,-4.460249999999993,-0.335923445070911,0.335923445070911,1402.3061636010955,1476.5066793668589
2,ground_state,clifford,6,3000,-4.124326554929082,-3.995499999999998,0.12882655492908412,0.12882655492908412,1458.8471788095976,1440.1474330610044
2,ground_state,seeqst,6,10,-4.124326554929082,-3.6899999999999995,0.4343265549290827,0.4343265549290827,9.907666666666671,22.209222222222223
2,ground_state,seeqst,6,30,-4.124326554929082,-2.7866666666666644,1.3376598882624178,1.3376598882624178,11.745333333333338,26.66542528735632
2,ground_state,seeqst,6,100,-4.124326554929082,-0.4609999999999985,3.6633265549290837,3.6633265549290837,170.10240303030304,110.80486767676769
2,ground_state,seeqst,6,300,-4.124326554929082,-5.307333333333327,-1.1830067784042448,1.1830067784042448,579.3180062430325,299.8552989966555
2,ground_state,seeqst,6,1000,-4.124326554929082,-4.394900000000012,-0.27057344507093006,0.27057344507093006,642.0694134034035,371.61123934934704
2,ground_state,seeqst,6,3000,-4.124326554929082,-4.39289999999999,-0.2685734450709081,0.2685734450709081,560.683680816939,319.37588510725425
2,neel,pauli,6,10,-2.6999999999999993,-4.154999999999996,-1.4549999999999965,1.4549999999999965,173.75024999999982,154.2832499999999
2,neel,pauli,6,30,-2.6999999999999993,-1.7449999999999966,0.9550000000000027,0.9550000000000027,123.10988793103434,121.18197413793095
2,neel,pauli,6,100,-2.6999999999999993,-2.6339999999999995,0.06599999999999984,0.06599999999999984,112.29105454545443,136.93995909090893
2,neel,pauli,6,300,-2.6999999999999993,-1.586999999999998,1.1130000000000013,1.1130000000000013,104.12857625418052,124.29272107023425
2,neel,pauli,6,1000,-2.6999999999999993,-2.1486000000000036,0.5513999999999957,0.5513999999999957,116.88069873873863,135.06563103603565
2,neel,pauli,6,3000,-2.6999999999999993,-2.5083000000000055,0.19169999999999376,0.19169999999999376,117.10047460153372,138.24427981660304
2,neel,clifford,6,10,-2.6999999999999993,-7.8499999999999766,-5.149999999999977,5.149999999999977,868.0027777777746,593.6124999999979
2,neel,clifford,6,30,-2.6999999999999993,-13.374999999999968,-10.674999999999969,10.674999999999969,1202.4859913793061,1556.9489224137874
2,neel,clifford,6,100,-2.6999999999999993,-5.867499999999977,-3.1674999999999773,3.1674999999999773,1307.7644633838331,1514.6913068181752
2,neel,clifford,6,300,-2.6999999999999993,-1.122499999999989,1.5775000000000103,1.5775000000000103,1187.2790489130389,1226.332273550715
2,neel,clifford,6,1000,-2.6999999999999993,-1.4994999999999914,1.200500000000008,1.200500000000008,1405.6296293793741,1345.0150684434332
2,neel,clifford,6,3000,-2.6999999999999993,-2.3769999999999962,0.32300000000000306,0.32300000000000306,1599.9480203401072,1525.2207101950937
2,neel,seeqst,6,10,-2.6999999999999993,0.2600000000000007,2.96,2.96,25.884888888888902,19.960000000000004
2,neel,seeqst,6,30,-2.6999999999999993,-2.5199999999999987,0.1800000000000006,0.1800000000000006,23.145103448275865,19.459310344827585
2,neel,seeqst,6,100,-2.6999999999999993,-3.7740000000000045,-1.0740000000000052,1.0740000000000052,196.41850909090923,101.66817777777773
2,neel,seeqst,6,300,-2.6999999999999993,-4.397333333333323,-1.697333333333324,1.697333333333324,642.3665480490525,318.8962829431442
2,neel,seeqst,6,1000,-2.6999999999999993,-3.482800000000017,-0.7828000000000177,0.7828000000000177,648.918742902903,331.2865987587602
2,neel,seeqst,6,3000,-2.6999999999999993,-3.389199999999991,-0.6891999999999916,0.6891999999999916,588.6103868222742,301.0915394220326
3,ground_state,pauli,6,10,-4.124326554929082,-1.6799999999999962,2.444326554929086,2.444326554929086,46.53899999999996,66.41049999999993
3,ground_state,pauli,6,30,-4.124326554929082,-3.099999999999995,1.024326554929087,1.024326554929087,49.3872413793103,122.41970689655163
3,ground_state,pauli,6,100,-4.124326554929082,-3.5145,0.6098265549290822,0.6098265549290822,103.09829772727262,156.8993840909088
3,ground_state,pauli,6,300,-4.124326554929082,-3.830999999999994,0.293326554929088,0.293326554929088,105.90144381270893,149.31078561872917
3,ground_state,pauli,6,1000,-4.124326554929082,-3.6441000000000052,0.48022655492907695,0.48022655492907695,105.59395414414405,152.1797323873881
3,ground_state,pauli,6,3000,-4.124326554929082,-4.12889999999998,-0.0045734450708980745,0.0045734450708980745,104.24252229743237,151.13070839780076
3,ground_state,clifford,6,10,-4.124326554929082,10.999999999999988,15.12432655492907,15.12432655492907,1126.6666666666624,1056.2499999999964
3,ground_state,clifford,6,30,-4.124326554929082,-1.7833333333333208,2.3409932215957614,2.3409932215957614,1613.464367816086,1240.0374999999945
3,ground_state,clifford,6,100,-4.124326554929082,-1.7724999999999866,2.3518265549290955,2.3518265549290955,1333.2766351010055,1123.236521464641
3,ground_state,clifford,6,300,-4.124326554929082,-2.3466666666666516,1.7776598882624306,1.7776598882624306,1586.3739855072406,1412.1487862318754
3,ground_state,clifford,6,1000,-4.124326554929082,-4.031249999999991,0.09307655492909106,0.09307655492909106,1626.2694804179116,1462.676994056543
3,ground_state,clifford,6,3000,-4.124326554929082,-3.549166666666663,0.5751598882624194,0.5751598882624194,1457.3093107424643,1369.273196593293
3,ground_state,seeqst,6,10,-4.124326554929082,-1.7599999999999998,2.3643265549290824,2.3643265549290824,12.73822222222222,26.454
3,ground_state,seeqst,6,30,-4.124326554929082,-6.300000000000001,-2.1756734450709185,2.1756734450709185,610.1882758620691,298.73034482758607
3,ground_state,seeqst,6,100,-4.124326554929082,-2.633000000000002,1.4913265549290804,1.4913265549290804,550.6787989898991,272.7327949494949
3,ground_state,seeqst,6,300,-4.124326554929082,-4.727999999999996,-0.603673445070914,0.603673445070914,765.678343812709,381.384745373466
3,ground_state,seeqst,6,1000,-4.124326554929082,-4.000900000000007,0.1234265549290754,0.1234265549290754,662.9422714614615,339.49862397397084
3,ground_state,seeqst,6,3000,-4.124326554929082,-4.224200000000012,-0.09987344507092999,0.09987344507092999,652.61349885962,369.37275967545133
3,neel,pauli,6,10,-2.6999999999999993,-4.424999999999994,-1.7249999999999943,1.7249999999999943,127.87624999999987,139.5737499999999
3,neel,pauli,6,30,-2.6999999999999993,-2.284999999999993,0.41500000000000625,0.41500000000000625,85.62985344827575,111.54297413793095
3,neel,pauli,6,100,-2.6999999999999993,-2.3939999999999984,0.30600000000000094,0.30600000000000094,113.91587272727257,135.878259090909
3,neel,pauli,6,300,-2.6999999999999993,-2.9714999999999936,-0.2714999999999943,0.2714999999999943,122.01232048494974,140.18686530100314
3,neel,pauli,6,1000,-2.6999999999999993,-3.372300000000017,-0.6723000000000177,0.6723000000000177,115.8767945045044,142.26875220720683
3,neel,pauli,6,3000,-2.6999999999999993,-2.895900000000019,-0.1959000000000195,0.1959000000000195,110.1622139279759,136.68931322940824
3,neel,clifford,6,10,-2.6999999999999993,-17.92499999999996,-15.224999999999962,15.224999999999962,1883.5284722222157,2198.0562499999924
3,neel,clifford,6,30,-2.6999999999999993,-8.174999999999978,-5.474999999999978,5.474999999999978,1918.2592672413718,1830.894037356315
3,neel,clifford,6,100,-2.6999999999999993,-2.7799999999999905,-0.07999999999999119,0.07999999999999119,1562.4220707070651,1476.3707702020138
3,neel,clifford,6,300,-2.6999999999999993,-0.7758333333333267,1.9241666666666726,1.9241666666666726,1217.2110778985461,1208.234954710138
3,neel,clifford,6,1000,-2.6999999999999993,-3.995499999999989,-1.2954999999999899,1.2954999999999899,1497.2846393893838,1471.8293738738682
3,neel,clifford,6,3000,-2.6999999999999993,-3.533999999999997,-0.8339999999999979,0.8339999999999979,1495.6966595531787,1447.2843700261315
3,neel,seeqst,6,10,-2.6999999999999993,-0.44000000000000217,2.259999999999997,2.259999999999997,49.55599999999997,19.659555555555553
3,neel,seeqst,6,30,-2.6999999999999993,-3.0966666666666685,-0.39666666666666917,0.39666666666666917,1152.5161954022992,566.053344827586
3,neel,seeqst,6,100,-2.6999999999999993,-3.8030000000000044,-1.103000000000005,1.103000000000005,527.5867585858585,265.5557363636362
3,neel,seeqst,6,300,-2.6999999999999993,-4.213333333333324,-1.5133333333333248,1.5133333333333248,473.0295206243032,238.44422630992105
3,neel,seeqst,6,1000,-2.6999999999999993,-3.546700000000012,-0.8467000000000127,0.8467000000000127,679.9925616716719,347.56701016015916
3,neel,seeqst,6,3000,-2.6999999999999993,-3.1947666666666885,-0.4947666666666892,0.4947666666666892,667.0548008791819,342.0785864766029
