repeat,state_type,ensemble,n,n_sample,true_energy,energy_estimate,energy_error,energy_abs_error,energy_variance,energy_variance_naive
0,ground_state,pauli,6,10,-4.124326554929082,-6.869999999999994,-2.7456734450709117,2.7456734450709117,70.42899999999992,124.56699999999988
0,ground_state,pauli,6,30,-4.124326554929082,-5.114999999999993,-0.9906734450709109,0.9906734450709109,105.7381293103447,150.53552586206882
0,ground_state,pauli,6,100,-4.124326554929082,-3.6794999999999956,0.4448265549290866,0.4448265549290866,116.3233886363635,155.76599772727252
0,ground_state,pauli,6,300,-4.124326554929082,-4.222999999999979,-0.09867344507089726,0.09867344507089726,93.84508795986612,143.14756906354518
0,ground_state,pauli,6,1000,-4.124326554929082,-4.202850000000023,-0.07852344507094067,0.07852344507094067,91.23582520270261,141.34153479729684
0,ground_state,pauli,6,3000,-4.124326554929082,-4.060249999999975,0.06407655492910713,0.06407655492910713,104.53776836028666,144.11927059436425
0,ground_state,clifford,6,10,-4.124326554929082,13.924999999999986,18.049326554929067,18.049326554929067,888.3062499999974,888.3062499999972
0,ground_state,clifford,6,30,-4.124326554929082,6.666666666666664,10.790993221595746,10.790993221595746,1073.9755747126399,693.2156609195376
0,ground_state,clifford,6,100,-4.124326554929082,-1.349999999999989,2.774326554929093,2.774326554929093,1253.2032828282788,1036.2473989898926
0,ground_state,clifford,6,300,-4.124326554929082,-4.1774999999999824,-0.05317344507090027,0.05317344507090027,1490.419266304342,1485.849012681152
0,ground_state,clifford,6,1000,-4.124326554929082,-3.87849999999999,0.2458265549290921,0.2458265549290921,1467.5839466966906,1469.6191152402348
0,ground_state,clifford,6,3000,-4.124326554929082,-4.038833333333329,0.0854932215957529,0.0854932215957529,1502.7678312493,1411.6979985133983
0,ground_state,seeqst,6,10,-4.124326554929082,-1.6499999999999986,2.4743265549290836,2.4743265549290836,11.642777777777784,28.328333333333333
0,ground_state,seeqst,6,30,-4.124326554929082,-6.360000000000001,-2.235673445070919,2.235673445070919,604.214206896552,298.0360229885055
0,ground_state,seeqst,6,100,-4.124326554929082,-4.883999999999999,-0.7596734450709164,0.7596734450709164,697.054690909091,358.08228686868733
0,ground_state,seeqst,6,300,-4.124326554929082,-3.6556666666666686,0.46865988826241356,0.46865988826241356,588.4460881828319,301.2297033444822
