state_repeat,obs_repeat,state_type,ensemble,n,m,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,100,2.0445091737194665,20.44324806243332
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,300,1.8090077297417329,6.874588680896154
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,1000,1.1801546395796578,4.114497410228705
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,3000,0.7771203568586169,2.0779513435331656
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,5000,0.5313865685284518,1.6439057726936936
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,10000,0.39243093481877994,1.008527382918324
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,15000,0.30944091718506234,0.8128835028165894
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,20000,0.25528624634110625,0.5946211001068968
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,25000,0.23363376585363876,0.5759995217131807
0,2,haar_random,seeqst_uniform,10,3,100,mean,1,30000,0.234126829012239,0.6398449407278952
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10,3.857454799081864,38.57356173126799
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30,3.028831898878888,12.874817204241262
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,100,1.9036853188181506,7.7730652593584315
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,300,1.2474759418258619,3.0391887438558247
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,1000,0.6348776667563348,2.704818638323126
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,3000,0.3311775741045815,0.9238060686540778
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,5000,0.2990659222356255,0.8997767147314155
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10000,0.19342064234643855,0.5399942913530413
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,15000,0.16962535643446958,0.4766245647957985
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,20000,0.1703815752104855,0.6265339078701212
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,25000,0.13910067411723265,0.46463181734985276
0,2,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30000,0.1250616031548091,0.4538257467847578
0,3,haar_random,pauli,10,3,100,mean,1,10,0.033713793258252356,0.07658762708912524
0,3,haar_random,pauli,10,3,100,mean,1,30,0.03371379325825193,0.07658762708912524
0,3,haar_random,pauli,10,3,100,mean,1,100,0.03371379325825223,0.07658762708912524
0,3,haar_random,pauli,10,3,100,mean,1,300,0.03371379325825231,0.07658762708912524
0,3,haar_random,pauli,10,3,100,mean,1,1000,5.901030854203969,59.0093587803446
0,3,haar_random,pauli,10,3,100,mean,1,3000,1.964621171454263,19.643358780344613
0,3,haar_random,pauli,10,3,100,mean,1,5000,2.039444760175063,11.787702873479557
0,3,haar_random,pauli,10,3,100,mean,1,10000,2.4216905512372557,5.920216274917634
0,3,haar_random,pauli,10,3,100,mean,1,15000,2.1790642751465876,7.863710223645417
0,3,haar_random,pauli,10,3,100,mean,1,20000,1.9441803107101452,5.895410223645418
0,3,haar_random,pauli,10,3,100,mean,1,25000,1.6433082482040426,4.74182124103201
0,3,haar_random,pauli,10,3,100,mean,1,30000,1.4094775770851111,3.954501241032011
0,3,haar_random,clifford,10,3,100,mean,1,10,0.03371379325825237,0.07658762708912524
0,3,haar_random,clifford,10,3,100,mean,1,30,3.416252622077271,34.16086312551963
0,3,haar_random,clifford,10,3,100,mean,1,100,2.048246924573132,10.253875501869226
0,3,haar_random,clifford,10,3,100,mean,1,300,1.6715486498729528,6.827614042893046
0,3,haar_random,clifford,10,3,100,mean,1,1000,0.8507392675508374,2.0706548048632345
0,3,haar_random,clifford,10,3,100,mean,1,3000,0.609263386506073,1.7277788105999263
0,3,haar_random,clifford,10,3,100,mean,1,5000,0.4865099618427121,1.4128152213887444
0,3,haar_random,clifford,10,3,100,mean,1,10000,0.3097259060093894,0.6802829043652269
0,3,haar_random,clifford,10,3,100,mean,1,15000,0.2878466676468474,0.8248394652735149
0,3,haar_random,clifford,10,3,100,mean,1,20000,0.23672702843381951,0.5724471912999625
0,3,haar_random,clifford,10,3,100,mean,1,25000,0.20673025840416054,0.5788394652735162
0,3,haar_random,clifford,10,3,100,mean,1,30000,0.18264567832225145,0.6881727986068491
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,10,0.033713793258252356,0.07658762708912524
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,30,6.823027235501382,68.22944957103189
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,100,5.41898580730944,40.98065480486324
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,300,2.2660509521195107,13.673988138196576
0,3,haar_random,seeqst_uniform,10,3,100,mean,1,1000,1.16202099340981,4.1166548048632405
