state_repeat,obs_repeat,state_type,ensemble,n,l,num_observables,n_sample,rmse,max_error
0,49,haar_random,seeqst_uniform,7,4,100,100,1.460600689436276,2.6539229751216746
0,49,haar_random,seeqst_uniform,7,4,100,500,0.7119458845081114,1.6392299212361867
0,49,haar_random,seeqst_uniform,7,4,100,1000,0.4723383447828978,1.2982241019300802
0,49,haar_random,seeqst_uniform,7,4,100,5000,0.19407249625130366,0.558858290149868
0,49,haar_random,seeqst_uniform,7,4,100,10000,0.14572952654071744,0.3282457261085943
0,49,haar_random,seeqst_uniform,7,4,100,25000,0.09541376544303573,0.3148238367630233
0,49,haar_random,seeqst_binomial,7,4,100,10,0.866630649855418,3.604706132284629
0,49,haar_random,seeqst_binomial,7,4,100,100,2.5429871518037475,17.61681637056272
0,49,haar_random,seeqst_binomial,7,4,100,500,3.575119709065841,24.485258606201484
0,49,haar_random,seeqst_binomial,7,4,100,1000,1.8472469809388243,12.256967061011977
0,49,haar_random,seeqst_binomial,7,4,100,5000,0.7073851396609598,2.591748326595796
0,49,haar_random,seeqst_binomial,7,4,100,10000,0.4435802057344465,1.3689191720768459
0,49,haar_random,seeqst_binomial,7,4,100,25000,0.3550187033216707,1.613485002980636
0,49,haar_random,seeqst_unifsize_l,7,4,100,10,1.9604789104529206,6.972839312509461
0,49,haar_random,seeqst_unifsize_l,7,4,100,100,1.3560565433924052,7.040020371044631
0,49,haar_random,seeqst_unifsize_l,7,4,100,500,0.6597601939919382,2.785015770300229
0,49,haar_random,seeqst_unifsize_l,7,4,100,1000,0.5506512253273957,1.7350157703002291
0,49,haar_random,seeqst_unifsize_l,7,4,100,5000,0.21064458318766116,0.662849639804921
0,49,haar_random,seeqst_unifsize_l,7,4,100,10000,0.13752957754211018,0.38044572610859434
0,49,haar_random,seeqst_unifsize_l,7,4,100,25000,0.08949696847303827,0.21944572610859434
0,50,haar_random,pauli,7,4,100,10,0.09172333017820757,0.21248637383696634
0,50,haar_random,pauli,7,4,100,100,5.35825565785815,21.987143715998005
0,50,haar_random,pauli,7,4,100,500,1.8437364655110124,8.585840481242629
0,50,haar_random,pauli,7,4,100,1000,1.1321563675096054,4.2463252355807635
0,50,haar_random,pauli,7,4,100,5000,0.6668870706064123,2.220336163236976
0,50,haar_random,pauli,7,4,100,10000,0.47376285511146093,1.2089700787638131
0,50,haar_random,pauli,7,4,100,25000,0.2962127799193508,0.9081361632369765
0,50,haar_random,clifford,7,4,100,10,4.460955326619481,12.996596997004126
0,50,haar_random,clifford,7,4,100,100,1.1795034554527566,3.9976747644192225
0,50,haar_random,clifford,7,4,100,500,0.447776421557582,1.1596747644192313
0,50,haar_random,clifford,7,4,100,1000,0.3565823212760579,0.952542336108211
0,50,haar_random,clifford,7,4,100,5000,0.14524770242147628,0.38567476441923393
0,50,haar_random,clifford,7,4,100,10000,0.11340614708443177,0.27215369573815223
0,50,haar_random,clifford,7,4,100,25000,0.07792805957087583,0.18789842117311473
0,50,haar_random,seeqst_uniform,7,4,100,10,5.107798271387355,25.618982942280972
0,50,haar_random,seeqst_uniform,7,4,100,100,1.4818873860966582,2.7003771123096643
0,50,haar_random,seeqst_uniform,7,4,100,500,0.8072437114899387,1.6392299212361867
0,50,haar_random,seeqst_uniform,7,4,100,1000,0.49622471662168693,1.231854069126189
0,50,haar_random,seeqst_uniform,7,4,100,5000,0.20927794043521966,0.5309829422809725
0,50,haar_random,seeqst_uniform,7,4,100,10000,0.15946778869887535,0.39525857094673084
0,50,haar_random,seeqst_uniform,7,4,100,25000,0.10360766316449001,0.3148238367630233
0,50,haar_random,seeqst_binomial,7,4,100,10,17.479287593379503,174.6496037417069
0,50,haar_random,seeqst_binomial,7,4,100,100,2.0062159517492364,17.428712446413275
0,50,haar_random,seeqst_binomial,7,4,100,500,4.269716767120569,24.485258606201484
0,50,haar_random,seeqst_binomial,7,4,100,1000,2.7814905957023908,12.341936884371169
0,50,haar_random,seeqst_binomial,7,4,100,5000,0.8298241518014724,4.957150034876892
0,50,haar_random,seeqst_binomial,7,4,100,10000,0.7575466520683121,3.7821328027385146
0,50,haar_random,seeqst_binomial,7,4,100,25000,0.385104981014493,1.533228402223831
0,50,haar_random,seeqst_unifsize_l,7,4,100,10,4.528477827075078,35.06398158054695
0,50,haar_random,seeqst_unifsize_l,7,4,100,100,1.7112394506514794,7.123666212407016
0,50,haar_random,seeqst_unifsize_l,7,4,100,500,0.7590256371209289,2.785015770300229
0,50,haar_random,seeqst_unifsize_l,7,4,100,1000,0.5130980553145467,1.7350157703002291
0,50,haar_random,seeqst_unifsize_l,7,4,100,5000,0.2065338593792138,0.5748860140264868
0,50,haar_random,seeqst_unifsize_l,7,4,100,10000,0.16272143256383514,0.4348860140264868
0,50,haar_random,seeqst_unifsize_l,7,4,100,25000,0.11068191622727114,0.30837711230966436
0,51,haar_random,pauli,7,4,100,10,0.09614226928794709,0.24581966711262832
0,51,haar_random,pauli,7,4,100,100,3.0904827712482446,21.94058623048077
0,51,haar_random,pauli,7,4,100,500,1.728636800073387,8.622321001888675
0,51,haar_random,pauli,7,4,100,1000,1.0921719401383694,4.336778010041041
0,51,haar_random,pauli,7,4,100,5000,0.6083911608219253,1.7123780100410422
0,51,haar_random,pauli,7,4,100,10000,0.5063527206115127,1.493678010041042
0,51,haar_random,pauli,7,4,100,25000,0.3065813182390451,0.8375780100410428
0,51,haar_random,clifford,7,4,100,10,4.834016338108241,25.79488436067872
0,51,haar_random,clifford,7,4,100,100,1.2852556019225059,3.852420505134733
0,51,haar_random,clifford,7,4,100,500,0.48025791035543103,1.2043694780489098
0,51,haar_random,clifford,7,4,100,1000,0.36363752705494684,0.952542336108211
0,51,haar_random,clifford,7,4,100,5000,0.16518949649815773,0.6705811651095321
0,51,haar_random,clifford,7,4,100,10000,0.12371871209730011,0.2520341372458866
0,51,haar_random,clifford,7,4,100,25000,0.070507613215006,0.16441757582998603
0,51,haar_random,seeqst_uniform,7,4,100,10,3.6217372560722527,25.63722198995896
0,51,haar_random,seeqst_uniform,7,4,100,100,1.4460304815161935,2.6528291168632503
0,51,haar_random,seeqst_uniform,7,4,100,500,0.8387385127724069,1.9598571666740654
0,51,haar_random,seeqst_uniform,7,4,100,1000,0.5058578808943719,1.2335585822067372
0,51,haar_random,seeqst_uniform,7,4,100,5000,0.19700680653109098,0.5140185953435116
0,51,haar_random,seeqst_uniform,7,4,100,10000,0.12672760590354482,0.3375822523278639
0,51,haar_random,seeqst_uniform,7,4,100,25000,0.09387796583905889,0.3017422523278639
0,51,haar_random,seeqst_binomial,7,4,100,10,0.86170557739981,3.604706132284629
0,51,haar_random,seeqst_binomial,7,4,100,100,0.796008781857236,5.062347931267174
0,51,haar_random,seeqst_binomial,7,4,100,500,2.501732330113127,24.525840042311124
