state_repeat,obs_repeat,state_type,ensemble,n,num_observables,n_sample,rmse,mean_variance,max_error
0,0,haar_random,pauli,2,15,10,0.5959990054655696,6.933333333333328,1.3133460761285107
0,0,haar_random,pauli,2,15,30,0.4442666447363705,6.138620689655172,1.013346076128511
0,0,haar_random,pauli,2,15,100,0.3131363050250684,6.553454545454543,0.4168537707721427
0,0,haar_random,pauli,2,15,300,0.18910201476318536,6.7655652173913206,0.35685377077214264
0,0,haar_random,pauli,2,15,1000,0.10953047452727932,6.252090690690633,0.17034607612851105
0,0,haar_random,pauli,2,15,3000,0.044629021890931375,5.980911103701446,0.10134607612851104
0,0,haar_random,pauli,2,15,10000,0.01423396980774228,5.988018433843814,0.038172560876617634
0,0,haar_random,pauli,2,15,20000,0.015522294267011684,6.012826223310766,0.027246076128511043
0,0,haar_random,clifford,2,15,10,0.6844046760003629,5.722222222222218,1.2541148695363926
0,0,haar_random,clifford,2,15,30,0.4563317954837309,4.932950191570877,0.9944280316993608
0,0,haar_random,clifford,2,15,100,0.2527691471481191,4.899831649831643,0.6277613650326948
0,0,haar_random,clifford,2,15,300,0.14041954403799664,4.9254923820141245,0.22776136503269517
0,0,haar_random,clifford,2,15,1000,0.027418841248787972,4.816571571571562,0.05763885549144837
0,0,haar_random,clifford,2,15,3000,0.025465879580446524,4.751154458893718,0.048916141221707066
0,0,haar_random,clifford,2,15,10000,0.01913459802331286,4.7537062872949365,0.02834607612851109
0,0,haar_random,clifford,2,15,20000,0.018549767534092675,4.754128202242967,0.024881128433518584
0,0,haar_random,seeqst,2,15,10,0.8186898615042447,10.376296296296296,1.3458851304636075
0,0,haar_random,seeqst,2,15,30,0.5906286855918079,7.61655172413793,1.6644171921116262
0,0,haar_random,seeqst,2,15,100,0.3130815923703202,6.902168350168352,0.8110838587782929
0,0,haar_random,seeqst,2,15,300,0.16117622675806045,6.682075065031586,0.46619410579004894
0,0,haar_random,seeqst,2,15,1000,0.10430305701873259,6.708083817150404,0.20263885549144833
0,0,haar_random,seeqst,2,15,3000,0.03895486840600871,6.897516209106781,0.07997218882478163
0,0,haar_random,seeqst,2,15,10000,0.01795562531263678,6.926733910724345,0.034418871566481324
0,0,haar_random,seeqst,2,15,20000,0.01971645543820782,6.963326168308225,0.027746076128511044
0,0,ghz,pauli,2,15,10,0.68507907086214,5.359999999999997,0.9999999999999998
0,0,ghz,pauli,2,15,30,0.5549774770204642,6.481379310344826,1.1999999999999995
0,0,ghz,pauli,2,15,100,0.18561609125647838,6.160484848484846,0.3699999999999998
0,0,ghz,pauli,2,15,300,0.13030732903409534,5.689317725752517,0.26999999999999996
0,0,ghz,pauli,2,15,1000,0.053655692459731875,5.993648048048031,0.13499999999999998
0,0,ghz,pauli,2,15,3000,0.034759171451575206,6.023532977659277,0.05900000000000016
0,0,ghz,pauli,2,15,10000,0.02327327508824946,6.053357023702279,0.05219999999999999
0,0,ghz,pauli,2,15,20000,0.010527028703928423,6.080966563327848,0.020249999999999994
0,0,ghz,clifford,2,15,10,0.7187952884282603,6.351851851851845,1.4999999999999993
0,0,ghz,clifford,2,15,30,0.42163702135578374,5.5402298850574665,0.8333333333333329
0,0,ghz,clifford,2,15,100,0.24765567494675603,5.06936026936026,0.44999999999999996
0,0,ghz,clifford,2,15,300,0.16583123951776993,4.956800445930882,0.2666666666666666
0,0,ghz,clifford,2,15,1000,0.08314645713037525,4.922676009342621,0.16499999999999992
0,0,ghz,clifford,2,15,3000,0.036742346141747664,4.862715349561038,0.06833333333333332
0,0,ghz,clifford,2,15,10000,0.01847159982243011,4.835142314231414,0.027499999999999993
0,0,ghz,clifford,2,15,20000,0.018139161134591276,4.850596834007918,0.03749999999999999
0,0,ghz,seeqst,2,15,10,0.7192588778272628,8.136296296296297,1.6
