state_repeat,obs_repeat,state_type,ensemble,n,num_observables,n_sample,rmse,mean_variance,max_error
0,0,ghz,seeqst,2,15,30,0.1772213514433501,7.424980842911879,0.33333333333333315
0,0,ghz,seeqst,2,15,100,0.2839718295887816,6.7818451178451165,0.4
0,0,ghz,seeqst,2,15,300,0.20728938440954683,6.7823054626532695,0.37333333333333335
0,0,ghz,seeqst,2,15,1000,0.06751789886146237,6.30387854521187,0.11999999999999977
0,0,ghz,seeqst,2,15,3000,0.03670381956105343,6.2559381423437825,0.07466666666666667
0,0,ghz,seeqst,2,15,10000,0.023313858539503896,6.260855882921654,0.0624
0,0,ghz,seeqst,2,15,20000,0.013102315317021874,6.275675446438242,0.021199999999999775
0,0,random_stabilizer,pauli,2,15,10,0.6298147875897061,5.566666666666665,0.9
0,0,random_stabilizer,pauli,2,15,30,0.4795831523312718,4.734482758620689,0.8999999999999998
0,0,random_stabilizer,pauli,2,15,100,0.2127126387092846,6.500424242424244,0.44999999999999996
0,0,random_stabilizer,pauli,2,15,300,0.06942621983083909,6.188474916387963,0.17999999999999997
0,0,random_stabilizer,pauli,2,15,1000,0.07408688592906751,6.407785585585561,0.13599999999999968
0,0,random_stabilizer,pauli,2,15,3000,0.04658468990272803,6.477855818606304,0.072
0,0,random_stabilizer,pauli,2,15,10000,0.01953828719889916,6.471512073206958,0.029699999999999994
0,0,random_stabilizer,pauli,2,15,20000,0.014893040880447031,6.5087303005146655,0.030149999999999993
0,0,random_stabilizer,clifford,2,15,10,0.7527726527090806,4.407407407407404,0.9999999999999993
0,0,random_stabilizer,clifford,2,15,30,0.4554200340426486,4.544061302681988,0.6666666666666663
0,0,random_stabilizer,clifford,2,15,100,0.28401877872187714,5.022895622895617,0.4999999999999997
0,0,random_stabilizer,clifford,2,15,300,0.10766890262556118,5.00063173541433,0.16666666666666663
0,0,random_stabilizer,clifford,2,15,1000,0.03162277660168376,4.897230563897208,0.04999999999999999
0,0,random_stabilizer,clifford,2,15,3000,0.022758799681946437,4.920344374050544,0.060000000000000275
0,0,random_stabilizer,clifford,2,15,10000,0.02594609797252762,4.937220522052309,0.066
0,0,random_stabilizer,clifford,2,15,20000,0.013255502002313365,4.949538435254675,0.028499999999999994
0,0,random_stabilizer,seeqst,2,15,10,0.7302967433402215,4.37037037037037,1.6
0,0,random_stabilizer,seeqst,2,15,30,0.32523495780401246,5.568735632183908,0.8
0,0,random_stabilizer,seeqst,2,15,100,0.23099783548769456,5.7804444444444405,0.4
0,0,random_stabilizer,seeqst,2,15,300,0.12612750749994284,5.688386473429954,0.26666666666666666
0,0,random_stabilizer,seeqst,2,15,1000,0.049477267507411854,5.577529529529467,0.11199999999999954
0,0,random_stabilizer,seeqst,2,15,3000,0.027192046767527574,5.503761846541492,0.04533333333333334
0,0,random_stabilizer,seeqst,2,15,10000,0.027371615468096383,5.488866347968222,0.0576
0,0,random_stabilizer,seeqst,2,15,20000,0.014389602727895842,5.511628520759317,0.028
