state_type,ensemble,n_sample,rmse_mean,rmse_std,max_error_mean,max_error_std,num_state_repeats,num_observable_repeats
haar_random,clifford,10,2.3876438802327034,0.6724415051377821,8.143941143460056,2.774702468343235,10,50
haar_random,clifford,50,1.0819078556928878,0.15861131642631396,2.9957545007149817,0.6568784186576875,10,50
haar_random,clifford,100,0.7720855419422035,0.0938882957158286,2.014360026289581,0.347026453889659,10,50
haar_random,clifford,200,0.5542641856178737,0.06694490352008886,1.4312934477188168,0.27590070177533665,10,50
haar_random,clifford,400,0.39147138473264365,0.04351595785964653,1.0108968890685184,0.1804240320935813,10,50
haar_random,clifford,600,0.32086717151286764,0.03452633630660694,0.8013134431203444,0.11831276651111075,10,50
haar_random,clifford,800,0.2765095811298138,0.03156597154821361,0.7041248158826928,0.1288835428004473,10,50
haar_random,clifford,1000,0.24620422224026164,0.02629952490640253,0.6100537695097978,0.10011188197120402,10,50
haar_random,pauli,10,4.877108913473932,5.948141023502986,30.06616599679983,35.74435724906314,10,50
haar_random,pauli,50,3.26221742434834,1.25560953212105,13.954657962706191,4.024966945864486,10,50
haar_random,pauli,100,2.5583144325293254,0.6128873984264943,8.178063432650148,2.2435568709550022,10,50
haar_random,pauli,200,1.8124276004060196,0.3595157353736194,5.630206427930175,2.1837783766719143,10,50
haar_random,pauli,400,1.3211628377968125,0.18606387105561215,3.9385807396116213,0.9600639068409654,10,50
haar_random,pauli,600,1.0658789388457652,0.15158685991562856,3.033678307167534,0.7398662678929551,10,50
haar_random,pauli,800,0.9310763287300327,0.12588699550230323,2.5134236384008672,0.5138691114198842,10,50
haar_random,pauli,1000,0.8337101986979778,0.11009101565988885,2.2470178081348062,0.48771774430353404,10,50
haar_random,seeqst_binomial_tuned,10,1.6422689416350758,0.46070853188157485,4.401375471352526,1.812414410776757,10,50
haar_random,seeqst_binomial_tuned,50,0.7953504399138595,0.13007497422788428,2.1545407694616934,0.5056960200363909,10,50
haar_random,seeqst_binomial_tuned,100,0.5506622158229294,0.08403186294800719,1.432523683597625,0.3498872909584721,10,50
haar_random,seeqst_binomial_tuned,200,0.4021771529486741,0.05150853088220799,1.0592984442593294,0.2403526197835265,10,50
haar_random,seeqst_binomial_tuned,400,0.2828483194305653,0.036436925724197766,0.7176394675717038,0.15339968395409312,10,50
haar_random,seeqst_binomial_tuned,600,0.22902058713522694,0.02925743847104621,0.5860261786609574,0.12069757769701979,10,50
haar_random,seeqst_binomial_tuned,800,0.1961600059856813,0.023940797199464993,0.5079259410658542,0.09713770361597039,10,50
haar_random,seeqst_binomial_tuned,1000,0.1752661361741843,0.018605094533831985,0.4396142928496613,0.08117995614374747,10,50
haar_random,seeqst_binomial_untuned,10,0.1239597999544748,0.012667067500763357,0.29816083173589436,0.042299895101660615,10,50
haar_random,seeqst_binomial_untuned,50,0.1239597999544748,0.012667067500763357,0.29816083173589436,0.042299895101660615,10,50
haar_random,seeqst_binomial_untuned,100,10.673744595020734,32.879321700306846,38.70366278241161,116.64374803470767,10,50
haar_random,seeqst_binomial_untuned,200,5.391067779478783,16.417516423928024,19.487659449078283,58.28742206796138,10,50
haar_random,seeqst_binomial_untuned,400,5.713460770354613,11.585291000924087,19.659750681858615,39.01835187192203,10,50
haar_random,seeqst_binomial_untuned,600,3.8400569435607896,7.704521647603575,13.189055681858617,25.982496490595775,10,50
haar_random,seeqst_binomial_untuned,800,4.308709768826471,6.653155004579978,14.834452884099065,22.342046686763084,10,50
haar_random,seeqst_binomial_untuned,1000,3.463285499094178,5.310357285183693,11.912836050765733,17.853388586812216,10,50
haar_random,seeqst_uniform,10,3.688699886502458,1.6114854701799313,11.597522823353833,3.858065570500693,10,50
haar_random,seeqst_uniform,50,1.4298581517245792,0.6044225078519647,4.228873915261951,2.027308410440469,10,50
haar_random,seeqst_uniform,100,1.1159137339008174,0.2597084582712614,2.8919762925631316,0.7636211457616675,10,50
haar_random,seeqst_uniform,200,0.8156154994415343,0.12926590407746258,2.0219609994615015,0.3832423291281138,10,50
haar_random,seeqst_uniform,400,0.577887030369413,0.09523609653054856,1.4578821844528715,0.36846397563235855,10,50
haar_random,seeqst_uniform,600,0.4662614742254598,0.05993010658222582,1.1407788509991126,0.22634883262097547,10,50
haar_random,seeqst_uniform,800,0.3977265246617922,0.049024350522687776,0.9926949439376368,0.21628502183533319,10,50
haar_random,seeqst_uniform,1000,0.35658474070508056,0.04197861156530021,0.8588395326817541,0.13829556842859014,10,50
haar_random,seeqst_unifsize_tuned,10,1.837326857690698,1.3509471357898086,5.841026795854184,4.169669307728025,10,50
haar_random,seeqst_unifsize_tuned,50,1.152472045495877,0.27524536553419005,2.91124592034698,0.9443917342808974,10,50
haar_random,seeqst_unifsize_tuned,100,0.8453597472521359,0.18598420672860014,2.155632796246287,0.5592057846664885,10,50
haar_random,seeqst_unifsize_tuned,200,0.5945755886512946,0.1157999080257331,1.5375234402630127,0.4047806006862944,10,50
haar_random,seeqst_unifsize_tuned,400,0.42266248667187023,0.06915005556519742,1.0351993300791853,0.24175714038434853,10,50
haar_random,seeqst_unifsize_tuned,600,0.34279662884361783,0.05255350666647202,0.8580966689439583,0.19167221783038627,10,50
haar_random,seeqst_unifsize_tuned,800,0.2934920479454317,0.03953360992113928,0.7335624596435346,0.1487866058720719,10,50
haar_random,seeqst_unifsize_tuned,1000,0.26207646228500747,0.03144957081325514,0.650606460080894,0.11925887201273681,10,50
