ensemble,n_sample,abs_error_mean,abs_error_std,num_repeats
clifford,10,20.499999999999932,15.879404249025159,20
clifford,30,8.184713595499932,5.911313071884456,20
clifford,100,4.130572809000071,2.620256187302128,20
clifford,300,3.361822809000072,2.347810802459747,20
clifford,500,2.613749999999993,1.6971317094327556,20
clifford,750,1.8791666666666624,1.9313435915091346,20
clifford,1000,1.9450260954999563,1.660168099567698,20
pauli,10,6.999713595499955,6.053701561774238,20
pauli,30,6.100390786499871,5.480727686373957,20
pauli,100,3.868874999999998,3.082756392632027,20
pauli,300,3.813109213500123,4.074571326169979,20
pauli,500,3.5670771909999153,3.9422828584287246,20
pauli,750,2.387099999999999,2.6013326460930424,20
pauli,1000,2.885998904500041,2.2713246114331858,20
seeqst_binomial_q0.09091,10,13.963139493056158,11.708357219727509,20
seeqst_binomial_q0.09091,30,8.645808201370828,7.397972291131217,20
seeqst_binomial_q0.09091,100,4.690271325322539,3.919878545682664,20
seeqst_binomial_q0.09091,300,3.544622114719769,1.9589696548831035,20
seeqst_binomial_q0.09091,500,2.3647081669960572,2.014488471737818,20
seeqst_binomial_q0.09091,750,2.4338746326070244,1.5005980922495212,20
seeqst_binomial_q0.09091,1000,1.7940848257055826,1.3498294700822435,20
seeqst_binomial_q0.5,10,18.840495168499707,33.87092933356136,20
seeqst_binomial_q0.5,30,17.846067977499793,19.965419990336947,20
seeqst_binomial_q0.5,100,8.221572809000083,4.829973896675249,20
seeqst_binomial_q0.5,300,5.617213595499958,4.03312749076077,20
seeqst_binomial_q0.5,500,4.870840786499874,2.921905722861888,20
seeqst_binomial_q0.5,750,3.4520271909999165,2.4574302877353884,20
seeqst_binomial_q0.5,1000,2.8672,2.721389446243644,20
seeqst_uniform,10,19.834922359499625,36.34739783818336,20
seeqst_uniform,30,12.511042097332998,13.628091347921858,20
seeqst_uniform,100,7.6356407864998745,4.560286513046689,20
seeqst_uniform,300,4.637572809000084,3.37279504207445,20
seeqst_uniform,500,2.677186404500042,2.3795502258431007,20
seeqst_uniform,750,2.4576000000000002,2.4215568051948893,20
seeqst_uniform,1000,2.8967728090000837,1.639009358858991,20
