state_type,ensemble,n_sample,rmse_mean,rmse_std,mean_variance_mean,mean_variance_std,max_error_mean,max_error_std,num_state_repeats,num_observable_repeats
haar_random,seeqst,1000,0.07683141197882243,,6.657487887887856,,0.13553969130713284,,1,1
haar_random,seeqst,5000,0.03963090144252258,,6.715517631526359,,0.06774607612851102,,1,1
haar_random,seeqst,10000,0.029990876454539992,,6.642252347901461,,0.05734607612851106,,1,1
haar_random,seeqst,15000,0.020631291507386334,,6.590998527604037,,0.03627940946184438,,1,1
haar_random,seeqst,20000,0.017844212789979906,,6.648952958314927,,0.0375274391233823,,1,1
haar_random,seeqst,25000,0.014257927306952366,,6.682537180953751,,0.028967439123382288,,1,1
haar_random,seeqst,30000,0.01428870354482005,,6.698117047753876,,0.02672743912338227,,1,1
haar_random,seeqst,35000,0.013023735968457689,,6.676895598268493,,0.030422666103133378,,1,1
haar_random,seeqst,40000,0.01140783291103046,,6.67416975590833,,0.030308380388847644,,1,1
haar_random,seeqst,45000,0.010476943428735522,,6.656762887736622,,0.027908380388847576,,1,1
haar_random,seeqst,50000,0.011154957549039167,,6.66149525017173,,0.028228380388847563,,1,1
haar_random,seeqst,55000,0.009456777180646437,,6.663438657252285,,0.021362925843393055,,1,1
haar_random,seeqst,60000,0.007619176384543211,,6.673784795375957,,0.018308380388847634,,1,1
haar_random,seeqst,65000,0.007618845139160803,,6.671412165726344,,0.021139149619616826,,1,1
haar_random,seeqst,70000,0.006585017395185517,,6.673852854879456,,0.013508380388847607,,1,1
haar_random,seeqst,75000,0.005072499167649911,,6.674635556940084,,0.00914803169936207,,1,1
haar_random,seeqst,80000,0.004677199166468192,,6.676946151573281,,0.00890838038884767,,1,1
haar_random,seeqst,85000,0.005623261085088668,,6.681702873424557,,0.008677453283253644,,1,1
haar_random,seeqst,90000,0.005217109368368632,,6.674690206742895,,0.009587257204822286,,1,1
haar_random,seeqst,95000,0.005764426418820748,,6.676001121846236,,0.009390765976752091,,1,1
haar_random,seeqst,100000,0.005398014643171228,,6.671773166213644,,0.00923214976345288,,1,1
