state_type,ensemble,n_sample,rmse_mean,rmse_std,mean_variance_mean,mean_variance_std,max_error_mean,max_error_std,num_state_repeats,num_observable_repeats
haar_random,clifford,1000,0.05404443968487134,,4.785939272605933,,0.11561887156648137,,1,1
haar_random,clifford,5000,0.024071125397306454,,4.850642061745599,,0.04991614122170701,,1,1
haar_random,clifford,10000,0.022375671437513133,,4.860607094042634,,0.05141614122170701,,1,1
haar_random,clifford,15000,0.019605812313253458,,4.857147461682283,,0.04595220489981472,,1,1
haar_random,clifford,20000,0.013152507405143588,,4.831171896094272,,0.03461887156648136,,1,1
haar_random,clifford,25000,0.014100977817107344,,4.825592863715626,,0.02761887156648135,,1,1
haar_random,clifford,30000,0.013717274878912156,,4.823951137260003,,0.02876136503269522,,1,1
haar_random,clifford,35000,0.013161456805222769,,4.818425344125899,,0.025332793604123882,,1,1
haar_random,clifford,40000,0.009999370513475658,,4.822003169871465,,0.018791141221706997,,1,1
haar_random,clifford,45000,0.010826512925723356,,4.822034557147288,,0.022916141221707043,,1,1
haar_random,clifford,50000,0.009214882511025707,,4.816338528103284,,0.019016141221706973,,1,1
haar_random,clifford,55000,0.009930657454360484,,4.814161323594907,,0.02055250485807064,,1,1
haar_random,clifford,60000,0.007411689591385542,,4.817389440751362,,0.016916141221706982,,1,1
haar_random,clifford,65000,0.006501393301139414,,4.815529607753126,,0.014300756606322407,,1,1
haar_random,clifford,70000,0.0076443123353100145,,4.81140113838336,,0.01348756979313559,,1,1
haar_random,clifford,75000,0.007415982738899215,,4.806468034684392,,0.012649474555040341,,1,1
haar_random,clifford,80000,0.007422599887169041,,4.805791433591427,,0.011636365032695273,,1,1
haar_random,clifford,85000,0.007627974727606658,,4.807270915296054,,0.012757840834393464,,1,1
haar_random,clifford,90000,0.007199615132948162,,4.809909979866253,,0.011068298350733363,,1,1
haar_random,clifford,95000,0.008192790919915503,,4.810217594720617,,0.012661865602195344,,1,1
haar_random,clifford,100000,0.008496861729943538,,4.807834191843203,,0.014146076128511098,,1,1
haar_random,pauli,1000,0.06482813471084264,,7.261296696696709,,0.20310838038884765,,1,1
haar_random,pauli,5000,0.029113102240887038,,7.211030518103389,,0.0569811284335186,,1,1
haar_random,pauli,10000,0.02177836650702736,,7.203028148814793,,0.04522001278943945,,1,1
haar_random,pauli,15000,0.02497547764743513,,7.2005855163679415,,0.04974607612851112,,1,1
haar_random,pauli,20000,0.026505748058340276,,7.192599418971122,,0.04974607612851106,,1,1
haar_random,pauli,25000,0.019411879446620095,,7.2334748023523385,,0.03812785023654702,,1,1
haar_random,pauli,30000,0.015819908805290293,,7.2249641801387785,,0.039447850236547066,,1,1
haar_random,pauli,35000,0.01848856918071194,,7.216628937805989,,0.03200321898565395,,1,1
haar_random,pauli,40000,0.015448627386996684,,7.226509178728723,,0.026922850236547058,,1,1
haar_random,pauli,45000,0.013538570785877594,,7.236339825037056,,0.026647850236547033,,1,1
haar_random,pauli,50000,0.012698744749811301,,7.232487934641163,,0.023907850236547068,,1,1
haar_random,pauli,55000,0.010427447206832596,,7.235686699093096,,0.021829668418365256,,1,1
haar_random,pauli,60000,0.009729061451549177,,7.237114297236305,,0.02294785023654705,,1,1
haar_random,pauli,65000,0.0097233019632,,7.242244111875655,,0.025970927159624013,,1,1
haar_random,pauli,70000,0.010048921460150196,,7.244644872923484,,0.031004993093689925,,1,1
haar_random,pauli,75000,0.010597951854253529,,7.248955266921444,,0.03272785023654706,,1,1
haar_random,pauli,80000,0.010030829770905584,,7.248155516038532,,0.03198535023654708,,1,1
haar_random,pauli,85000,0.009241444317913808,,7.249408542609122,,0.028471379648311756,,1,1
haar_random,pauli,90000,0.008561641407428273,,7.25277054337563,,0.026147850236547032,,1,1
haar_random,pauli,95000,0.008938892657393508,,7.252915988765044,,0.026342587078652335,,1,1
haar_random,pauli,100000,0.010081629559118564,,7.251127088653275,,0.02822785023654706,,1,1
