state_type,ensemble,n_sample,rmse_mean,rmse_std,max_error_mean,max_error_std,num_state_repeats,num_observable_repeats
ghz,clifford,10,2.306266503221798,1.4378323196188385,5.416666666666657,2.6536138880151046,2,3
ghz,clifford,30,1.4203104031063347,0.5495814847420468,2.8888888888888835,1.1188618555710295,2,3
ghz,clifford,100,0.6794778464335103,0.11009917096550992,1.2999999999999976,0.41109609582188833,2,3
ghz,clifford,300,0.40193707123974143,0.09452993661196492,0.866666666666665,0.27406406388125915,2,3
ghz,clifford,1000,0.2847316907863176,0.07449790006676282,0.5633333333333322,0.15743781841306928,2,3
ghz,clifford,3000,0.15855579963920638,0.04920267690135785,0.24916666666666618,0.09063816954119128,2,3
ghz,pauli,10,0.0,0.0,0.0,0.0,2,3
ghz,pauli,30,3.84216735710458,4.208883462392371,12.149999999999997,13.309658147375531,2,3
ghz,pauli,100,2.5206454158545895,1.393396578522239,6.074999999999997,2.9761300374815605,2,3
ghz,pauli,300,1.5336442430316728,0.9157294376500984,3.2399999999999984,1.9840866916543731,2,3
ghz,pauli,1000,0.7679169986799493,0.2168188178319719,1.4579999999999993,0.46106008285254946,2,3
ghz,pauli,3000,0.4285033041561439,0.13498096900200568,0.7289999999999996,0.21734580741297943,2,3
ghz,seeqst_binomial_tuned,10,2.1200184070797783,2.496377018675564,4.556249999999999,4.991121805265824,2,3
ghz,seeqst_binomial_tuned,30,1.4511377996034935,0.4908775599620702,3.037499999999999,0.0,2,3
ghz,seeqst_binomial_tuned,100,1.0010477584035617,0.30474825672059946,2.1262499999999993,0.7440325093703901,2,3
ghz,seeqst_binomial_tuned,300,0.608506563561866,0.16189636584109612,1.0631249999999997,0.25413548305972533,2,3
ghz,seeqst_binomial_tuned,1000,0.3250690240978322,0.07992844369496675,0.6378749999999999,0.15248128983583528,2,3
ghz,seeqst_binomial_tuned,3000,0.14273512492756843,0.02434106605705064,0.27843749999999995,0.02286546932603834,2,3
ghz,seeqst_binomial_untuned,10,3.8275597164727326,2.9648150077026556,12.103806584362138,9.375568265390047,2,3
ghz,seeqst_binomial_untuned,30,1.9911733348692862,1.0499332616278807,5.043252743484224,2.470679173085546,2,3
ghz,seeqst_binomial_untuned,100,1.4485637358033685,0.7619159103981398,3.0259516460905345,1.8751136530780093,2,3
ghz,seeqst_binomial_untuned,300,0.7752871366128925,0.3583688088919831,1.5129758230452672,0.7412037519256639,2,3
ghz,seeqst_binomial_untuned,1000,0.5211671962905533,0.09113902868518009,0.9380450102880656,0.21224845383001453,2,3
ghz,seeqst_binomial_untuned,3000,0.30493453774603374,0.09710136854069927,0.5345847908093277,0.15028554698432944,2,3
ghz,seeqst_uniform,10,1.3492384683385088,2.0902312471749793,4.266666666666667,6.609891577527325,2,3
ghz,seeqst_uniform,30,1.0641108306173723,0.9086996762014942,2.8444444444444446,2.2032971925091083,2,3
ghz,seeqst_uniform,100,0.6548355058226948,0.2743219866812038,1.28,0.0,2,3
ghz,seeqst_uniform,300,0.5640267859678735,0.13691719917774658,1.1377777777777778,0.44065943850182165,2,3
ghz,seeqst_uniform,1000,0.3129311075578531,0.08753688540917157,0.5333333333333333,0.14963778488960155,2,3
ghz,seeqst_uniform,3000,0.20839332227340557,0.03395397359172402,0.38400000000000006,0.1265697875130993,2,3
ghz,seeqst_unifsize_tuned,10,3.933491757065886,0.9344362559927109,9.0,0.0,2,3
ghz,seeqst_unifsize_tuned,30,1.5618987702972398,0.36409707168935557,3.0,0.0,2,3
ghz,seeqst_unifsize_tuned,100,0.935922281762998,0.2878530510511438,1.9500000000000002,1.3247641299491772,2,3
ghz,seeqst_unifsize_tuned,300,0.6678531365445536,0.20631680883806364,1.4000000000000001,0.5585696017507576,2,3
ghz,seeqst_unifsize_tuned,1000,0.3412889941145812,0.10277250116402166,0.555,0.14418737808837503,2,3
ghz,seeqst_unifsize_tuned,3000,0.21456642642902782,0.02869666146735359,0.39999999999999997,0.11171392035015155,2,3
haar_random,clifford,10,1.8877970504561024,1.5757297264848404,4.4375926314846605,3.262355604110891,2,3
haar_random,clifford,30,1.2787725798421048,0.3569946925578909,2.262849374104007,0.07701305589436555,2,3
haar_random,clifford,100,0.6955843990832798,0.10769085247930855,1.1970629274184923,0.21412130064244725,2,3
haar_random,clifford,300,0.3978498351047581,0.11274199708009934,0.7639323569871465,0.2575839170386652,2,3
haar_random,clifford,1000,0.2081977018457675,0.05966175967388024,0.3810849353732437,0.10761636054509562,2,3
haar_random,clifford,3000,0.1402496056257287,0.03865787063396183,0.2784333712941948,0.12277017631200214,2,3
haar_random,pauli,10,11.556304517183868,12.536053270116593,36.48171311296071,39.71050545534246,2,3
haar_random,pauli,30,6.4030023340049995,3.0922275217822173,20.23816116794777,9.798037800843554,2,3
haar_random,pauli,100,2.693667402989925,1.3821383160173117,6.196484343780128,2.9180429546508058,2,3
haar_random,pauli,300,1.8521434259155474,0.6924650167766014,3.730328028395018,2.041621219902254,2,3
haar_random,pauli,1000,0.7907585733665953,0.3306968429293809,1.6745934357104295,0.7285492719530271,2,3
haar_random,pauli,3000,0.431402981795687,0.1234539412269915,0.8499872803212462,0.28046206708556837,2,3
haar_random,seeqst_binomial_tuned,10,1.663068054068929,1.7844699663656545,4.5864174375587545,4.841070308847034,2,3
haar_random,seeqst_binomial_tuned,30,1.3178043306978189,0.4951518004466971,2.9687292660187588,0.1396317998024065,2,3
haar_random,seeqst_binomial_tuned,100,0.9366589516095997,0.08907061677307285,1.9094971996374295,0.07637915968779126,2,3
haar_random,seeqst_binomial_tuned,300,0.5306855249158686,0.14654363667751882,1.0380462045456598,0.3272788986587221,2,3
haar_random,seeqst_binomial_tuned,1000,0.2957575689478987,0.08302865165729378,0.5927080833721089,0.22434085816788282,2,3
haar_random,seeqst_binomial_tuned,3000,0.16663611035209594,0.03892033461242297,0.31905788808173047,0.04015569972253203,2,3
haar_random,seeqst_binomial_untuned,10,2.3860230697197338,3.6067316184853233,6.216369968355962,9.249628478463604,2,3
haar_random,seeqst_binomial_untuned,30,1.3774551754597735,1.4447403775026435,3.182533271597475,3.205279278134935,2,3
haar_random,seeqst_binomial_untuned,100,1.0680756394671231,0.37462019465708407,2.4297112068896123,0.9259340111836599,2,3
haar_random,seeqst_binomial_untuned,300,0.7647272176448405,0.23036973792582371,1.4983982529107556,0.6474400758056157,2,3
haar_random,seeqst_binomial_untuned,1000,0.40310427314514197,0.1099377056017498,0.714797118693011,0.15015498865767773,2,3
