state_type,ensemble,term_group,n_sample,rmse_mean,rmse_std,mean_variance_mean,mean_variance_std,max_error_mean,max_error_std,num_terms,num_repeats
ground_state,pauli,zz_long_range,800,0.10889258079729672,0.0034726010812650495,8.780575719649546,0.3955173903390646,0.16926073115778906,0.02128441240626949,3,2
ground_state,seeqst,hopping,10,0.49166797447944344,0.0,0.0,0.0,0.5178673762468863,0.0,6,2
ground_state,seeqst,hopping,50,0.9085294347588979,0.4692246321416945,30.58068027210884,5.024210141589972,1.3216556677069224,0.6734650567780803,6,2
ground_state,seeqst,hopping,200,0.4415063199481049,0.04027306896851433,25.454204355108885,0.2789577706953287,0.6816556677069224,0.005357453161005254,6,2
ground_state,seeqst,hopping,800,0.1555711216327964,0.11276967199635664,29.71020442219463,1.6599103066011855,0.2416556677069224,0.1643481743237661,6,2
ground_state,seeqst,z_single,10,0.5483725142333408,0.22353495570120954,0.8388888888888889,0.29069945448780293,0.8731370366453486,0.2828427124746189,4,2
ground_state,seeqst,z_single,50,0.17906981023866578,0.11577184713251125,1.2440816326530613,0.030593191349295265,0.2544861247042353,0.13951345760759673,4,2
ground_state,seeqst,z_single,200,0.07861774535920296,0.022718098651073493,1.3164195979899493,0.0034289348936940387,0.11948612470423514,0.005163169182152515,4,2
ground_state,seeqst,z_single,800,0.0339642003948937,0.0018509366686983856,1.3823388610763443,0.020741946413096075,0.05323612470423528,0.00014013167674640004,4,2
ground_state,seeqst,zz_long_range,10,0.3173380495322425,0.10148795630503656,1.3629629629629627,0.37712361663282534,0.500460378811745,0.14142135623730948,3,2
ground_state,seeqst,zz_long_range,50,0.27410801561470355,0.021888552710218157,1.2277551020408164,0.08466040373389945,0.44046037881174505,0.05656854249492385,3,2
ground_state,seeqst,zz_long_range,200,0.13336208936713714,0.011537131898685606,1.3806030150753772,0.011323183966742447,0.2063659205636616,0.04821684525620275,3,2
ground_state,seeqst,zz_long_range,800,0.055742672399089754,0.008206210894132196,1.4272403003754714,0.03727281677218225,0.08761592056366158,0.004022671432043531,3,2
neel,clifford,hopping,10,1.0917884928197463,0.15597790621143276,12.041666666666643,3.405897662715199,1.6999999999999986,0.0,6,2
neel,clifford,hopping,50,0.5606093404655492,0.08505489266093137,19.8269727891156,4.768256727801289,1.0199999999999991,0.0,6,2
neel,clifford,hopping,200,0.20091523569755554,0.033903826664914594,18.354162479061927,0.6982945961747782,0.33999999999999964,5.551115123125783e-17,6,2
neel,clifford,hopping,800,0.1341283520077957,0.022813865491822616,17.795556294326236,1.1570567544723394,0.20187499999999978,0.07513009550107053,6,2
neel,clifford,z_single,10,1.1037833955282386,0.3403298863048917,24.48472222222219,14.191240261313338,1.6999999999999993,0.9899494936611655,4,2
neel,clifford,z_single,50,0.34898292883191984,0.08439094008120994,14.55321428571426,0.9800644294751962,0.5099999999999998,0.21213203435596506,4,2
neel,clifford,z_single,200,0.1779939369962314,0.05845995881937538,16.188175251256247,1.564744692531339,0.29749999999999965,0.08838834764831718,4,2
neel,clifford,z_single,800,0.10487746112452719,0.012290063919547102,16.269418218085107,0.6231801644914117,0.159375,0.016793786053180854,4,2
neel,clifford,zz_long_range,10,1.2596775510782021,0.493043204279208,13.379629629629616,5.298063030890301,1.6999999999999986,0.9899494936611646,3,2
neel,clifford,zz_long_range,50,0.5058927080696567,0.10138278540872403,12.896870748299289,2.5578986528146697,0.6600000000000004,0.0,3,2
neel,clifford,zz_long_range,200,0.26399385772594486,0.11212858466635756,14.383438023450505,2.7777748274305436,0.36250000000000043,0.18031222920256945,3,2
neel,clifford,zz_long_range,800,0.11094004689883002,0.038826906325866134,14.392429078014075,0.610418705007401,0.13937500000000025,0.045078057300642384,3,2
neel,pauli,hopping,10,0.6697672830893275,0.42757873310804434,9.899999999999991,4.879036790187174,1.3499999999999994,0.6363961030678927,6,2
neel,pauli,hopping,50,0.40243438524736286,0.10437016403720965,8.645510204081628,2.252062944325975,0.6299999999999998,0.12727922061357852,6,2
neel,pauli,hopping,200,0.2463861128828671,0.04213391456940705,8.65543341708542,1.4119838663670847,0.4049999999999999,0.06363961030678934,6,2
neel,pauli,hopping,800,0.13475931308807915,0.04432844822524367,9.045601924280385,0.21503756620939582,0.19687499999999997,0.05568465901844061,6,2
neel,pauli,z_single,10,0.4003826979223195,0.19206090286388044,2.0374999999999983,0.22980970388562744,0.5999999999999998,0.14142135623731011,4,2
neel,pauli,z_single,50,0.1885976611564068,0.10179314521452962,2.0272959183673445,0.11494092881940474,0.2899999999999998,0.12727922061357835,4,2
neel,pauli,z_single,200,0.06649281780959342,0.007576962417777347,2.025678391959799,0.05228681550332075,0.11999999999999994,0.0070710678118652455,4,2
neel,pauli,z_single,800,0.036967358485112616,0.0006500486645959826,2.001447512515643,0.014650451590504885,0.06187499999999996,0.000883883476483401,4,2
neel,pauli,zz_long_range,10,0.9408976369043518,0.28182135074477893,8.249999999999995,1.0606601717798196,1.3499999999999994,0.49497474683058246,3,2
neel,pauli,zz_long_range,50,0.3415031611081113,0.10559915675011106,9.681428571428567,1.44163198858237,0.4499999999999999,0.24041630560342583,3,2
neel,pauli,zz_long_range,200,0.1479056746705375,0.062030821375395555,8.156984924623107,0.7646347147916244,0.20249999999999996,0.10960155108391512,3,2
neel,pauli,zz_long_range,800,0.04457946989248128,0.035094041206602714,7.858469962453034,0.2633198393920814,0.06750000000000006,0.06187184335382308,3,2
neel,seeqst,hopping,10,1.3063945294843617,1.8475208614068026,34.13333333333334,48.27182292900165,1.6,2.2627416997969525,6,2
neel,seeqst,hopping,50,1.2203893782512032,0.15821777471768664,33.297414965986405,19.308729171600667,1.92,0.0,6,2
neel,seeqst,hopping,200,0.1956555989692046,0.015419895719608135,33.40864321608039,1.2189241719509472,0.32,0.0,6,2
neel,seeqst,hopping,800,0.1608798912081953,0.12423896816087338,30.297605340008346,4.189045710062295,0.22,0.14142135623730953,6,2
neel,seeqst,z_single,10,0.4003520275089415,0.09714169104436851,0.9277777777777778,0.08642416214502237,0.6000000000000001,0.0,4,2
neel,seeqst,z_single,50,0.11099531593362152,0.06752836205322243,1.0055102040816328,0.015296595674648103,0.18000000000000005,0.14142135623730948,4,2
neel,seeqst,z_single,200,0.041251934411460425,0.02228353236417279,1.003065326633167,0.0018477162121453771,0.05499999999999999,0.021213203435596368,4,2
neel,seeqst,z_single,800,0.023120502300532975,0.007263590485572322,1.00068992490613,0.0003362960911806502,0.039999999999999925,0.021213203435596444,4,2
neel,seeqst,zz_long_range,10,0.33726604482019384,0.1118178430425396,0.9777777777777777,0.08380524814062781,0.5,0.14142135623730967,3,2
neel,seeqst,zz_long_range,50,0.10979204987754448,0.02060934013273895,1.0078911564625852,0.004617840203667304,0.14000000000000007,0.02828427124746185,3,2
neel,seeqst,zz_long_range,200,0.06782329983125268,0.0,1.000402010050252,2.220446049250313e-16,0.09499999999999997,0.021213203435596444,3,2
neel,seeqst,zz_long_range,800,0.03148800874474567,0.01595338868647155,1.0001314142678326,0.00100593830782185,0.05125000000000002,0.030052038200428257,3,2
