repeat,state_type,ensemble,n,n_sample,term_group,num_terms,rmse,mean_variance,max_error
0,ground_state,clifford,4,800,hopping,6,0.12213670990042892,16.63822251773047,0.20463262375311353
0,ground_state,seeqst,4,10,z_single,4,0.390309431224781,1.0444444444444445,0.6731370366453487
0,ground_state,seeqst,4,10,zz_long_range,3,0.2455752274201871,1.6296296296296295,0.400460378811745
0,ground_state,seeqst,4,10,hopping,6,0.49166797447944344,0.0,0.5178673762468863
0,ground_state,seeqst,4,50,z_single,4,0.09720675206077471,1.2657142857142856,0.15583521276312173
0,ground_state,seeqst,4,50,zz_long_range,3,0.2586304715629491,1.2876190476190474,0.400460378811745
0,ground_state,seeqst,4,50,hopping,6,0.5767375154717425,34.13333333333333,0.8454439591669585
0,ground_state,seeqst,4,200,z_single,4,0.06255362374736394,1.3188442211055276,0.1158352127631217
0,ground_state,seeqst,4,200,zz_long_range,3,0.12520410516613292,1.3886097152428836,0.17227146231557822
0,ground_state,seeqst,4,200,hopping,6,0.4699836801149349,25.256951423785534,0.6854439591669585
0,ground_state,seeqst,4,800,z_single,4,0.03265539052491024,1.3970056320400523,0.0533352127631217
0,ground_state,seeqst,4,800,zz_long_range,3,0.04994000502800196,1.4535961618690052,0.0847714623155782
0,ground_state,seeqst,4,800,hopping,6,0.0758309218519899,30.883938256153765,0.12544395916695855
0,neel,pauli,4,10,z_single,4,0.5361902647381802,1.8749999999999987,0.7000000000000002
0,neel,pauli,4,10,zz_long_range,3,1.1401754250991374,8.999999999999993,1.6999999999999988
0,neel,pauli,4,10,hopping,6,0.3674234614174765,13.349999999999989,0.8999999999999995
0,neel,pauli,4,50,z_single,4,0.26057628441590763,1.9460204081632633,0.37999999999999967
0,neel,pauli,4,50,zz_long_range,3,0.2668332812825266,8.662040816326526,0.28000000000000014
0,neel,pauli,4,50,hopping,6,0.4762352359916261,10.237959183673466,0.7199999999999998
0,neel,pauli,4,200,z_single,4,0.06113509630318744,1.988706030150751,0.1150000000000001
0,neel,pauli,4,200,zz_long_range,3,0.19176808910765114,7.616306532663308,0.28000000000000014
0,neel,pauli,4,200,hopping,6,0.2165929361729047,9.653856783919586,0.3599999999999999
0,neel,pauli,4,800,z_single,4,0.03650770466627554,2.011806946182734,0.061249999999999805
0,neel,pauli,4,800,zz_long_range,3,0.01976423537605237,8.044665206508128,0.023749999999999938
0,neel,pauli,4,800,hopping,6,0.10341436674853255,8.89354740300387,0.15749999999999997
0,neel,clifford,4,10,z_single,4,0.8631338250816027,14.449999999999974,1.0
0,neel,clifford,4,10,zz_long_range,3,1.6083117442419743,17.125925925925902,2.3999999999999972
0,neel,clifford,4,10,hopping,6,0.9814954576223629,9.633333333333312,1.6999999999999986
0,neel,clifford,4,50,z_single,4,0.40865633483405095,13.860204081632624,0.6600000000000004
0,neel,clifford,4,50,zz_long_range,3,0.4342042530115673,14.705578231292478,0.6600000000000004
0,neel,clifford,4,50,hopping,6,0.5004664490919107,16.455306122448935,1.019999999999999
0,neel,clifford,4,200,z_single,4,0.13665650368716473,15.08173366834168,0.23500000000000054
0,neel,clifford,4,200,zz_long_range,3,0.34328074030837624,12.419254606365078,0.4900000000000003
0,neel,clifford,4,200,hopping,6,0.17694160995462116,18.84793132328303,0.33999999999999964
0,neel,clifford,4,800,z_single,4,0.11356784866325506,15.828763297872282,0.17125000000000024
0,neel,clifford,4,800,zz_long_range,3,0.08348527814331523,14.82406028368792,0.10750000000000026
0,neel,clifford,4,800,hopping,6,0.15026019100214122,16.977393617021146,0.25499999999999967
0,neel,seeqst,4,10,z_single,4,0.46904157598234303,0.8666666666666667,0.6000000000000001
0,neel,seeqst,4,10,zz_long_range,3,0.41633319989322665,0.9185185185185185,0.6000000000000002
0,neel,seeqst,4,10,hopping,6,0.0,0.0,0.0
0,neel,seeqst,4,50,z_single,4,0.06324555320336761,1.0163265306122453,0.08000000000000007
0,neel,seeqst,4,50,zz_long_range,3,0.12436505404118427,1.0046258503401362,0.16000000000000003
0,neel,seeqst,4,50,hopping,6,1.1085125168440815,19.64408163265307,1.92
0,neel,seeqst,4,200,z_single,4,0.05700877125495691,1.001758793969851,0.06999999999999995
0,neel,seeqst,4,200,zz_long_range,3,0.06782329983125267,1.000402010050252,0.07999999999999996
0,neel,seeqst,4,200,hopping,6,0.2065591117977289,32.54673366834168,0.32
0,neel,seeqst,4,800,z_single,4,0.017984368212422698,1.0009277221526904,0.02499999999999991
0,neel,seeqst,4,800,zz_long_range,3,0.042768758067854455,0.9994201084689163,0.07250000000000001
0,neel,seeqst,4,800,hopping,6,0.07302967433402215,27.335502711722878,0.12
1,ground_state,pauli,4,10,z_single,4,0.3423465565914858,1.7499999999999982,0.5441647872368784
1,ground_state,pauli,4,10,zz_long_range,3,0.7421079881372564,0.0,0.8818110835038332
1,ground_state,pauli,4,10,hopping,6,1.2453983183626778,13.199999999999989,2.1821326237531125
1,ground_state,pauli,4,50,z_single,4,0.2270554225641908,2.3794897959183654,0.42686296335465135
1,ground_state,pauli,4,50,zz_long_range,3,0.7587190188483074,8.485714285714279,0.959539621188255
1,ground_state,pauli,4,50,hopping,6,0.3345275978620997,8.700612244897949,0.5621326237531133
1,ground_state,pauli,4,200,z_single,4,0.07236193919485742,2.246099246231157,0.1268629633546512
1,ground_state,pauli,4,200,zz_long_range,3,0.16497005351739782,7.797437185929655,0.19453962118825507
1,ground_state,pauli,4,200,hopping,6,0.2630786262229382,9.42015075376885,0.42713262375311345
1,ground_state,pauli,4,800,z_single,4,0.04829093808355413,2.4076337609511786,0.09311296335465125
1,ground_state,pauli,4,800,zz_long_range,3,0.10643708102437846,8.500902690863587,0.1843110835038333
1,ground_state,pauli,4,800,hopping,6,0.1153700539160745,9.122827753441896,0.22463262375311355
1,ground_state,clifford,4,10,z_single,4,0.7908425308507046,23.28055555555552,0.8558352127631201
1,ground_state,clifford,4,10,zz_long_range,3,0.9135531522816661,31.040740740740702,1.1004603788117429
1,ground_state,clifford,4,10,hopping,6,0.9238899362172542,14.449999999999973,1.265443959166957
1,ground_state,clifford,4,50,z_single,4,0.3290103721040033,11.501020408163239,0.5041647872368786
1,ground_state,clifford,4,50,zz_long_range,3,0.19106017459371222,25.203945578231266,0.2595396211882554
1,ground_state,clifford,4,50,hopping,6,0.9681974614370511,21.861768707482952,1.8621326237531122
1,ground_state,clifford,4,200,z_single,4,0.28277017129902743,13.240992462311523,0.34583521276312146
1,ground_state,clifford,4,200,zz_long_range,3,0.285846847553253,16.221758793969762,0.34453962118825526
1,ground_state,clifford,4,200,hopping,6,0.30529793212243284,20.2505737018425,0.5871326237531133
1,ground_state,clifford,4,800,z_single,4,0.10332687219196038,14.567892287233903,0.17436296335465162
1,ground_state,clifford,4,800,zz_long_range,3,0.14672597158228765,16.015265957446964,0.19578962118825533
1,ground_state,clifford,4,800,hopping,6,0.06818329851943328,16.724578900709215,0.13705604083304163
1,ground_state,seeqst,4,10,z_single,4,0.7064355972419005,0.6333333333333333,1.0731370366453485
1,ground_state,seeqst,4,10,zz_long_range,3,0.38910087164429785,1.096296296296296,0.600460378811745
1,ground_state,seeqst,4,10,hopping,6,0.49166797447944344,0.0,0.5178673762468863
1,ground_state,seeqst,4,50,z_single,4,0.26093286841655683,1.222448979591837,0.3531370366453489
1,ground_state,seeqst,4,50,zz_long_range,3,0.289585559666458,1.1678911564625851,0.4804603788117451
1,ground_state,seeqst,4,50,hopping,6,1.2403213540460534,27.028027210884346,1.7978673762468862
1,ground_state,seeqst,4,200,z_single,4,0.09468186697104199,1.3139949748743711,0.12313703664534859
1,ground_state,seeqst,4,200,zz_long_range,3,0.14152007356814136,1.3725963149078708,0.24046037881174498
1,ground_state,seeqst,4,200,hopping,6,0.4130289597812749,25.651457286432233,0.6778673762468863
1,ground_state,seeqst,4,800,z_single,4,0.03527301026487717,1.367672090112636,0.053137036645348856
1,ground_state,seeqst,4,800,zz_long_range,3,0.06154533977017755,1.4008844388819377,0.09046037881174496
1,ground_state,seeqst,4,800,hopping,6,0.2353113214136029,28.53647058823549,0.35786737624688625
1,neel,pauli,4,10,z_single,4,0.26457513110645886,2.199999999999998,0.49999999999999933
1,neel,pauli,4,10,zz_long_range,3,0.7416198487095661,7.499999999999996,1.0
1,neel,pauli,4,10,hopping,6,0.9721111047611787,6.449999999999995,1.7999999999999994
1,neel,pauli,4,50,z_single,4,0.11661903789690595,2.108571428571426,0.19999999999999996
1,neel,pauli,4,50,zz_long_range,3,0.416173040933696,10.700816326530608,0.6199999999999997
1,neel,pauli,4,50,hopping,6,0.32863353450309957,7.053061224489788,0.5399999999999998
1,neel,pauli,4,200,z_single,4,0.0718505393159994,2.062650753768847,0.12499999999999978
1,neel,pauli,4,200,zz_long_range,3,0.10404326023342386,8.697663316582906,0.12499999999999978
1,neel,pauli,4,200,hopping,6,0.2761792895928295,7.657010050251255,0.44999999999999996
1,neel,pauli,4,800,z_single,4,0.037427012303949694,1.9910880788485517,0.06250000000000011
1,neel,pauli,4,800,zz_long_range,3,0.06939470440891018,7.672274718397941,0.11125000000000018
1,neel,pauli,4,800,hopping,6,0.16610425942762572,9.1976564455569,0.23624999999999996
1,neel,clifford,4,10,z_single,4,1.3444329659748742,34.5194444444444,2.3999999999999986
1,neel,clifford,4,10,zz_long_range,3,0.9110433579144299,9.633333333333331,1.0
1,neel,clifford,4,10,hopping,6,1.2020815280171298,14.449999999999973,1.6999999999999986
1,neel,clifford,4,50,z_single,4,0.28930952282978867,15.246224489795896,0.3599999999999992
1,neel,clifford,4,50,zz_long_range,3,0.577581163127746,11.088163265306102,0.6600000000000004
1,neel,clifford,4,50,hopping,6,0.6207522318391877,23.19863945578227,1.0199999999999991
1,neel,clifford,4,200,z_single,4,0.21933137030529803,17.294616834170817,0.35999999999999877
1,neel,clifford,4,200,zz_long_range,3,0.1847069751435135,16.347621440535935,0.23500000000000054
1,neel,clifford,4,200,hopping,6,0.22488886144048995,17.86039363484082,0.3399999999999996
1,neel,clifford,4,800,z_single,4,0.09618707358579931,16.710073138297933,0.14749999999999974
1,neel,clifford,4,800,zz_long_range,3,0.13839481565434483,13.960797872340232,0.17125000000000024
1,neel,clifford,4,800,hopping,6,0.11799651301345014,18.613718971631325,0.14874999999999988
1,neel,seeqst,4,10,z_single,4,0.33166247903554,0.9888888888888888,0.6000000000000001
1,neel,seeqst,4,10,zz_long_range,3,0.2581988897471611,1.037037037037037,0.3999999999999999
1,neel,seeqst,4,10,hopping,6,2.6127890589687235,68.26666666666668,3.2
1,neel,seeqst,4,50,z_single,4,0.15874507866387544,0.9946938775510203,0.28
1,neel,seeqst,4,50,zz_long_range,3,0.09521904571390472,1.0111564625850342,0.1200000000000001
1,neel,seeqst,4,50,hopping,6,1.332266239658325,46.95074829931975,1.92
1,neel,seeqst,4,200,z_single,4,0.025495097567963948,1.0043718592964834,0.040000000000000036
1,neel,seeqst,4,200,zz_long_range,3,0.06782329983125268,1.0004020100502518,0.10999999999999999
1,neel,seeqst,4,200,hopping,6,0.18475208614068026,34.270552763819104,0.32
1,neel,seeqst,4,800,z_single,4,0.02825663638864325,1.0004521276595697,0.05499999999999994
1,neel,seeqst,4,800,zz_long_range,3,0.020207259421636894,1.0008427200667487,0.030000000000000027
1,neel,seeqst,4,800,hopping,6,0.24873010808236842,33.25970796829381,0.32
